time,ax,ay,az,wx,wy,wz
0.001,0.02,0,0.21,0,0,0
0.001,0.02,0,0.21,0,0,0
0.002,0.02,0,0.21,0,0,0
0.002,0.02,0,0.22,0,0,0
0.002,0.02,0,0.22,0,-0.01,0
0.004,0.02,0,0.22,0,-0.01,0
0.005,0.02,0,0.22,-0.01,-0.01,0
0.007,0.02,0,0.22,0,-0.01,0
0.022,0.02,0,0.22,-0.01,-0.01,0
0.023,0.02,0,0.22,0,-0.01,0
0.023,0.02,0,0.22,0,-0.01,0
0.023,0.02,0,0.22,0,-0.01,0
0.023,0.02,0,0.22,-0.01,-0.01,0
0.023,0.02,0,0.22,0,-0.01,0
0.024,0.02,0,0.22,0,-0.01,0
0.024,0.01,-0.01,0.23,0,-0.01,0
0.024,0.01,-0.01,0.23,0,-0.01,0
0.024,0.01,-0.01,0.23,0,-0.01,0
0.026,0.01,-0.01,0.23,0,-0.01,0
0.028,0.01,-0.01,0.23,0,-0.01,0
0.036,0.01,-0.01,0.23,0,0,0
0.036,0.01,-0.01,0.23,0,0,0
0.037,0.01,-0.01,0.23,0,0,0
0.037,0.01,-0.01,0.23,0,0,0
0.037,0.01,-0.01,0.23,0,0,0
0.037,0.01,-0.01,0.23,0,0,0
0.041,0.01,-0.01,0.23,0,0,0
0.041,0.02,-0.01,0.23,0,0,0
0.041,0.02,-0.01,0.23,0,0,0
0.043,0.02,-0.01,0.23,0,0,0
0.045,0.02,-0.01,0.23,0,0,0
0.048,0.02,-0.01,0.23,0,0.01,0
0.063,0.02,-0.01,0.23,0,0.01,0
0.063,0.02,-0.01,0.23,0,0,0
0.064,0.02,-0.01,0.23,0,0.01,0
0.064,0.02,-0.01,0.23,0,0.01,0
0.064,0.02,-0.01,0.23,0,0.01,0
0.064,0.02,-0.01,0.23,0,0.01,0
0.064,0.02,-0.01,0.23,0,0.01,0
0.064,0.02,-0.02,0.23,0,0.01,0
0.065,0.02,-0.02,0.23,0,0.01,0
0.065,0.02,-0.02,0.23,0,0.01,0
0.065,0.02,-0.02,0.23,0,0,0
0.066,0.02,-0.02,0.23,0,0,0
0.068,0.02,-0.02,0.23,0,0,0
0.071,0.02,-0.02,0.23,0,0,0
0.071,0.02,-0.02,0.22,0,0,0
0.071,0.02,-0.02,0.22,0,0,0
0.073,0.02,-0.02,0.22,0,0,0
0.075,0.02,-0.02,0.22,0,0,0
0.077,0.02,-0.02,0.22,0,0,0
0.08,0.02,-0.02,0.22,0,0,0
0.081,0.02,-0.02,0.22,0,0,0
0.081,0.02,-0.02,0.22,0,0,0
0.086,0.02,-0.02,0.22,0,0,0
0.086,0.02,-0.02,0.22,0,0,0
0.087,0.02,-0.02,0.22,0,0,0
0.103,0.02,-0.02,0.22,0,0,0
0.103,0.02,-0.02,0.22,0,0,0
0.103,0.02,-0.02,0.22,0,0,0
0.103,0.02,-0.02,0.22,0,0,0
0.103,0.02,-0.02,0.22,0,0,0
0.104,0.02,-0.02,0.22,0,0,0
0.104,0.02,-0.02,0.22,0,0,0
0.104,0.01,-0.01,0.23,0,0,0
0.104,0.01,-0.01,0.23,0,0,0
0.104,0.01,-0.01,0.23,0,0,0
0.105,0.01,-0.01,0.23,0,0,0
0.108,0.01,-0.01,0.23,0,0,0
0.112,0.01,-0.01,0.23,0,0,0
0.112,0.01,-0.01,0.23,0,0,0
0.112,0,-0.01,0.23,0,0,0
0.119,0,-0.01,0.23,0,0,0
0.119,0,-0.01,0.23,0,0,0
0.119,0,-0.01,0.23,0,0,0
0.12,0,-0.01,0.23,0,0,0
0.121,0,-0.01,0.23,0,0,0
0.121,0,-0.01,0.23,0,0,0
0.123,0,-0.01,0.23,0,0,0
0.125,0,-0.01,0.23,0,0,0
0.128,0,-0.01,0.23,0,0,0
0.143,0,-0.01,0.23,0,0,0
0.143,0,-0.01,0.23,0,0,0
0.144,0,-0.01,0.23,0,0,0
0.144,0,-0.01,0.23,0,0,0
0.144,0,-0.01,0.23,0,0,0
0.144,0,-0.01,0.23,0,0,0
0.144,0,-0.01,0.23,0,0,0
0.144,0.01,-0.01,0.22,0,0,0
0.145,0.01,-0.01,0.22,0,0,0
0.145,0.01,-0.01,0.22,0,0,0
0.145,0.01,-0.01,0.22,0,0,0
0.145,0.01,-0.01,0.22,0,0,0
0.148,0.01,-0.01,0.22,0,0,0
0.151,0.01,-0.01,0.22,0,0,0
0.151,0.01,-0.01,0.22,0,0,0
0.151,0.01,-0.01,0.22,0,0,0
0.154,0.01,-0.01,0.22,0,0,0
0.155,0.01,-0.01,0.22,0,0,0
0.157,0.01,-0.01,0.22,0,0,0
0.16,0.01,-0.01,0.22,0,0,0
