time,ax,ay,az,wx,wy,wz
0.002,0.03,0.01,0.3,0,0,0
0.002,0.03,0.01,0.3,0,0.01,0
0.002,0.03,0.01,0.3,0.01,0.02,0
0.002,0.03,0.01,0.3,0.01,0.02,0
0.017,0.03,0.01,0.3,0.01,0.02,0
0.017,0.03,0.01,0.3,0.02,0.04,0
0.018,0.03,0.01,0.3,0.02,0.04,0
0.018,0.03,0.01,0.3,0.02,0.04,0
0.018,0.03,0.01,0.3,0.02,0.04,0
0.018,0.03,0.01,0.3,0.02,0.04,0
0.018,0.03,0.01,0.3,0.02,0.04,0
0.018,0.03,0.01,0.3,0.02,0.04,0
0.018,-0.01,-0.01,0.26,0.02,0.04,0
0.019,0,-0.01,0.26,0.02,0.04,0
0.019,0,-0.01,0.26,0.02,0.04,0
0.021,0,-0.01,0.26,0.02,0.04,0
0.032,0,-0.01,0.26,0.01,0.04,0
0.032,0.01,-0.02,0.19,0.01,0.04,0
0.032,0.01,-0.02,0.19,0.01,0.03,0
0.033,0.01,-0.02,0.19,0.01,0.03,0
0.033,0.01,-0.02,0.19,0.01,0.03,0
0.033,0.01,-0.02,0.19,0.01,0.02,0
0.034,0.01,-0.02,0.19,0.01,0.02,0
0.034,0.01,0,0.16,0.01,0.02,0
0.035,0.01,0,0.16,0,0.01,0
0.037,0.01,0,0.16,0,0.01,0
0.039,0.01,0,0.16,0,0.01,0
0.041,0.01,0,0.16,0,0,0
0.056,0.01,0,0.16,0,0,0
0.057,0.01,0,0.16,-0.01,-0.02,0
0.057,0.01,0,0.16,-0.01,-0.02,0
0.057,0.01,0,0.16,-0.01,-0.02,0
0.057,0.01,0,0.16,-0.01,-0.02,0
0.057,0.01,0,0.16,-0.01,-0.02,0
0.057,0.01,0,0.16,-0.01,-0.02,0
0.058,0,0,0.2,-0.01,-0.02,0
0.058,-0.01,0,0.2,-0.01,-0.02,0
0.058,-0.01,0,0.2,-0.01,-0.02,0
0.058,-0.01,0,0.2,-0.01,-0.02,0
0.059,-0.01,0,0.2,-0.01,-0.02,0
