time,ax,ay,az,wx,wy,wz
0.002,0.01,-0.01,0.23,0,0,0
0.002,0.01,-0.01,0.23,0,0,0
0.002,0.01,-0.01,0.23,0,0,0
0.002,0.01,-0.01,0.23,0,0,0
0.003,0.01,-0.01,0.23,0,0,0
0.003,0.02,-0.01,0.23,0,0,0
0.003,0.02,-0.01,0.23,0,0,0
0.004,0.02,-0.01,0.23,0,0,0
0.008,0.02,-0.01,0.23,0,0,0
0.008,0.02,-0.01,0.23,0,-0.01,0
0.025,0.02,-0.01,0.23,0,-0.01,0
0.025,0.02,-0.01,0.23,-0.01,0,0
0.026,0.02,-0.01,0.23,-0.01,0,0
0.026,0.02,-0.01,0.23,-0.01,0,0
0.026,0.02,-0.01,0.23,-0.01,-0.01,0
0.026,0.02,-0.01,0.23,0,-0.01,0
0.026,0.02,-0.01,0.23,0,-0.01,0
0.026,0.03,0,0.23,0,-0.01,0
0.027,0.02,0,0.23,0,-0.01,0
0.027,0.02,0,0.23,0,-0.01,0
0.027,0.02,0,0.23,0,-0.01,0
0.027,0.02,0,0.23,0,0,0
0.028,0.02,0,0.23,0,0,0
0.031,0.02,0,0.23,0,0,0
0.032,0.02,0,0.23,0,0,0
0.033,0.02,0,0.23,0,0,0
0.034,0.02,0,0.23,0,0,0
0.036,0.02,0,0.23,0,0,0
0.047,0.02,0,0.23,0,0,0
0.047,0.02,0,0.23,0,0,0
0.047,0.02,0,0.23,0,0,0
0.048,0.02,0,0.23,0,0,0
0.048,0.02,0,0.23,0,0,0
0.048,0.02,0,0.23,0,0,0
0.048,0.02,0,0.23,0,0,0
0.064,0.02,0,0.23,0,0.01,0
0.065,0.02,0,0.23,0,0,0
0.065,0.02,0,0.23,0,0,0
0.065,0.02,0,0.23,0,0.01,0
0.065,0.02,0,0.23,0,0,0
0.065,0.02,0,0.23,0,0,0
0.065,0.02,0,0.23,0,0,0
0.066,0.01,-0.01,0.23,0,0,0
0.066,0.01,-0.01,0.23,0,0,0
0.067,0.01,-0.01,0.23,0,0,0
0.067,0.01,-0.01,0.23,0,0,0
0.068,0.01,-0.01,0.23,0,0,0
0.072,0.01,-0.01,0.23,0,0.01,0
0.072,0.02,-0.01,0.22,0,0.01,0
0.073,0.02,-0.01,0.22,0,0,0
0.074,0.02,-0.01,0.22,0,0,0
0.076,0.02,-0.01,0.22,0,0,0
0.078,0.02,-0.01,0.22,0,0,0
0.081,0.02,-0.01,0.22,0,0,0
0.081,0.02,-0.01,0.22,0,0,0
0.082,0.02,-0.01,0.22,0,0,0
0.084,0.02,-0.01,0.22,0,0,0
0.086,0.02,-0.01,0.22,0,0,0
0.088,0.02,-0.01,0.22,0,0,0
0.104,0.02,-0.01,0.22,0,0,0
0.104,0.02,-0.01,0.22,0,0,0
0.104,0.02,-0.01,0.22,0,0,0
0.105,0.02,-0.01,0.22,0,0,0
0.105,0.02,-0.01,0.22,0,0,0
0.105,0.02,-0.01,0.22,-0.01,0,0
0.105,0.02,-0.01,0.22,-0.01,0,0
0.105,0.02,-0.01,0.22,0,0,0
0.106,0.02,0,0.23,0,0,0
0.106,0.02,0,0.23,0,0,0
0.106,0.02,0,0.23,-0.01,0,0
0.109,0.02,0,0.23,0,0,0
0.112,0.02,0,0.23,0,0,0
0.112,0.02,0,0.23,0,0,0
0.112,0.02,0,0.23,-0.01,0,0
0.115,0.02,0,0.23,0,0,0
0.116,0.02,0,0.23,0,0,0
0.118,0.02,0,0.23,0,0,0
0.121,0.02,0,0.23,0,0,0
0.122,0.03,0,0.23,0,0,0
0.128,0.03,0,0.23,0,0,0
0.128,0.03,0,0.23,-0.01,0,0
0.129,0.03,0,0.23,0,0,0
0.129,0.03,0,0.23,0,0,0
0.145,0.03,0,0.23,0,0,0
0.145,0.03,0,0.23,0,0,0
0.145,0.03,0,0.23,0,0,0
0.146,0.03,0,0.23,0,0,0
0.146,0.03,0,0.23,0,0,0
0.146,0.03,0,0.23,0,0,0
0.146,0.03,0,0.23,0,0,0
0.146,0.03,-0.01,0.23,0,0,0
0.146,0.03,-0.01,0.23,0,0,0
0.147,0.03,-0.01,0.23,0,0,0
0.147,0.03,-0.01,0.23,0.01,0,0
0.148,0.03,-0.01,0.23,0,0,0
0.151,0.03,-0.01,0.23,0,0,0
0.151,0.03,-0.02,0.22,0,0,0
0.152,0.03,-0.02,0.22,0,0,0
0.154,0.03,-0.02,0.22,0,0,0
0.156,0.03,-0.02,0.22,0,0,0
0.158,0.03,-0.02,0.22,0,0,0
0.161,0.03,-0.02,0.22,0,0,0
0.162,0.03,-0.02,0.22,0,0,0
0.162,0.03,-0.02,0.22,0,0,0
0.164,0.03,-0.02,0.22,0,0,0
0.166,0.03,-0.02,0.22,0,0,0
0.168,0.03,-0.02,0.22,0,0.01,0
0.185,0.03,-0.02,0.22,0,0,0
0.185,0.03,-0.02,0.22,0,0,0
0.185,0.03,-0.02,0.22,0,0,0
0.185,0.03,-0.02,0.22,0,0,0
0.186,0.03,-0.02,0.22,0,0,0
0.186,0.03,-0.02,0.22,0,0,0
0.186,0.03,-0.02,0.22,0,0,0
0.186,0.03,-0.02,0.22,0,0,0
0.186,0.02,-0.02,0.21,0,0,0
0.186,0.02,-0.02,0.21,0,0,0
0.187,0.02,-0.02,0.21,0,0,0
0.187,0.02,-0.02,0.21,0,0,0
0.189,0.02,-0.02,0.21,0,0,0
0.193,0.02,-0.02,0.21,0,0,0
0.193,0.02,-0.02,0.21,0,0,0
0.193,0.02,-0.02,0.21,0,0,0
0.194,0.02,-0.02,0.21,0,0,0
0.196,0.02,-0.02,0.21,0,0,0
