time,ax,ay,az,wx,wy,wz,participant,label
63.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
65.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
68.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
70.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
73.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
75.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
78.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
80.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
83.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
86.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
88.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
91.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
93.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
96.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
98.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
102.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
105.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
107.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
110.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
112.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
115.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
117.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
120.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
122.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
125.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
127.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
130.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
133.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
135.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
138.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
141.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
143.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
145.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
149.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
152.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
154.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
157.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
160.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
162.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
177.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
180.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
187.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
190.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
193.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
196.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
199.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
203.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
206.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
209.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
212.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
215.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
219.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
222.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
224.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
228.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
231.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
234.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
237.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
241.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
244.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
247.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
250.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
253.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
256.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
259.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
262.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
266.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
269.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
272.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
275.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
278.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
281.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
285.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
288.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
291.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
295.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
298.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
301.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
304.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
307.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
310.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
313.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
327.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
330.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
336.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
340.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
343.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
346.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
349.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
352.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
356.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
359.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
362.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
365.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
368.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
371.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
375.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
378.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
381.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
384.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
387.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
391.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
394.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
397.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
400.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
403.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
406.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
410.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
413.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
416.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
420.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
423.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
426.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
429.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
433.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
436.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
439.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
442.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
445.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
449.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
452.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
456.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
459.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
462.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
465.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
468.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
472.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
475.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
478.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
481.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
493.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
496.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
503.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
506.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
509.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
512.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
515.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
519.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
522.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
525.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
528.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
531.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
534.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
537.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
541.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
544.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
547.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
550.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
554.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
557.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
560.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
563.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
567.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
570.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
573.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
576.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
579.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
582.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
585.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
588.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
592.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
595.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
598.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
602.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
605.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
608.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
612.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
615.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
618.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
621.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
624.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
627.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
631.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
645.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
649.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
656.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
659.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
662.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
665.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
669.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
672.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
675.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
678.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
682.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
685.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
688.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
691.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
694.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
697.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
701.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
704.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
707.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
710.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
713.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
717.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
720.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
723.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
726.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
730.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
733.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
736.0,0.0095768067985773,0.0047884033992886,9.84256362915039,-0.0006108652451075,-0.0018325957935303,-0.0097738439217209,1,0
