time,ax,ay,az,wx,wy,wz,participant,label,type
0 days 00:00:02.055000,,,,,,,Ali,3,0
0 days 00:00:02.056000,,,,,,,Ali,3,0
0 days 00:00:02.057000,,,,,,,Ali,3,0
0 days 00:00:02.058000,,,,,,,Ali,3,0
0 days 00:00:02.061000,,,,,,,Ali,3,0
0 days 00:00:02.063000,,,,,,,Ali,3,0
0 days 00:00:02.066000,,,,,,,Ali,3,0
0 days 00:00:02.067000,,,,,,,Ali,3,0
0 days 00:00:02.070000,,,,,,,Ali,3,0
0 days 00:00:02.071000,,,,,,,Ali,3,0
0 days 00:00:02.073000,,,,,,,Ali,3,0
0 days 00:00:02.076000,,,,,,,Ali,3,0
0 days 00:00:02.078000,,,,,,,Ali,3,0
0 days 00:00:02.090000,,,,,,,Ali,3,0
0 days 00:00:02.091000,,,,,,,Ali,3,0
0 days 00:00:02.092000,,,,,,,Ali,3,0
0 days 00:00:02.093000,,,,,,,Ali,3,0
0 days 00:00:02.095000,,,,,,,Ali,3,0
0 days 00:00:02.098000,,,,,,,Ali,3,0
0 days 00:00:02.103000,,,,,,,Ali,3,0
0 days 00:00:02.104000,,,,,,,Ali,3,0
0 days 00:00:02.108000,,,,,,,Ali,3,0
0 days 00:00:02.109000,,,,,,,Ali,3,0
0 days 00:00:02.111000,,,,,,,Ali,3,0
0 days 00:00:02.112000,,,,,,,Ali,3,0
0 days 00:00:02.113000,,,,,,,Ali,3,0
0 days 00:00:02.116000,,,,,,,Ali,3,0
0 days 00:00:02.118000,,,,,,,Ali,3,0
0 days 00:00:02.133000,,,,,,,Ali,3,0
0 days 00:00:02.134000,,,,,,,Ali,3,0
0 days 00:00:02.135000,,,,,,,Ali,3,0
0 days 00:00:02.136000,,,,,,,Ali,3,0
0 days 00:00:02.138000,,,,,,,Ali,3,0
0 days 00:00:02.141000,,,,,,,Ali,3,0
0 days 00:00:02.142000,,,,,,,Ali,3,0
0 days 00:00:02.143000,,,,,,,Ali,3,0
0 days 00:00:02.145000,,,,,,,Ali,3,0
0 days 00:00:02.147000,,,,,,,Ali,3,0
0 days 00:00:02.151000,,,,,,,Ali,3,0
0 days 00:00:02.152000,,,,,,,Ali,3,0
0 days 00:00:02.154000,,,,,,,Ali,3,0
0 days 00:00:02.156000,,,,,,,Ali,3,0
0 days 00:00:02.159000,,,,,,,Ali,3,0
0 days 00:00:02.174000,,,,,,,Ali,3,0
0 days 00:00:02.175000,,,,,,,Ali,3,0
0 days 00:00:02.176000,,,,,,,Ali,3,0
0 days 00:00:02.179000,,,,,,,Ali,3,0
0 days 00:00:02.180000,,,,,,,Ali,3,0
0 days 00:00:02.181000,,,,,,,Ali,3,0
0 days 00:00:02.186000,,,,,,,Ali,3,0
0 days 00:00:02.187000,,,,,,,Ali,3,0
0 days 00:00:02.188000,,,,,,,Ali,3,0
0 days 00:00:02.191000,,,,,,,Ali,3,0
0 days 00:00:02.192000,,,,,,,Ali,3,0
0 days 00:00:02.194000,,,,,,,Ali,3,0
0 days 00:00:02.196000,,,,,,,Ali,3,0
0 days 00:00:02.198000,,,,,,,Ali,3,0
0 days 00:00:02.212000,,,,,,,Ali,3,0
0 days 00:00:02.213000,,,,,,,Ali,3,0
0 days 00:00:02.214000,,,,,,,Ali,3,0
0 days 00:00:02.215000,,,,,,,Ali,3,0
0 days 00:00:02.216000,,,,,,,Ali,3,0
0 days 00:00:02.219000,,,,,,,Ali,3,0
0 days 00:00:02.222000,,,,,,,Ali,3,0
0 days 00:00:02.224000,,,,,,,Ali,3,0
0 days 00:00:02.226000,,,,,,,Ali,3,0
0 days 00:00:02.228000,,,,,,,Ali,3,0
0 days 00:00:02.232000,,,,,,,Ali,3,0
0 days 00:00:02.233000,,,,,,,Ali,3,0
0 days 00:00:02.234000,,,,,,,Ali,3,0
0 days 00:00:02.235000,,,,,,,Ali,3,0
0 days 00:00:02.238000,,,,,,,Ali,3,0
0 days 00:00:02.255000,,,,,,,Ali,3,0
0 days 00:00:02.256000,,,,,,,Ali,3,0
0 days 00:00:02.257000,,,,,,,Ali,3,0
0 days 00:00:02.258000,,,,,,,Ali,3,0
0 days 00:00:02.261000,,,,,,,Ali,3,0
0 days 00:00:02.264000,,,,,,,Ali,3,0
0 days 00:00:02.267000,,,,,,,Ali,3,0
0 days 00:00:02.268000,,,,,,,Ali,3,0
0 days 00:00:02.272000,,,,,,,Ali,3,0
0 days 00:00:02.273000,,,,,,,Ali,3,0
0 days 00:00:02.276000,,,,,,,Ali,3,0
0 days 00:00:02.278000,,,,,,,Ali,3,0
0 days 00:00:02.294000,,,,,,,Ali,3,0
0 days 00:00:02.295000,,,,,,,Ali,3,0
0 days 00:00:02.296000,,,,,,,Ali,3,0
0 days 00:00:02.297000,,,,,,,Ali,3,0
0 days 00:00:02.298000,,,,,,,Ali,3,0
0 days 00:00:02.303000,,,,,,,Ali,3,0
0 days 00:00:02.304000,,,,,,,Ali,3,0
0 days 00:00:02.312000,,,,,,,Ali,3,0
0 days 00:00:02.313000,,,,,,,Ali,3,0
0 days 00:00:02.314000,,,,,,,Ali,3,0
0 days 00:00:02.316000,,,,,,,Ali,3,0
0 days 00:00:02.318000,,,,,,,Ali,3,0
0 days 00:00:02.333000,,,,,,,Ali,3,0
0 days 00:00:02.334000,,,,,,,Ali,3,0
0 days 00:00:02.335000,,,,,,,Ali,3,0
0 days 00:00:02.336000,,,,,,,Ali,3,0
0 days 00:00:02.341000,,,,,,,Ali,3,0
0 days 00:00:02.343000,,,,,,,Ali,3,0
0 days 00:00:02.344000,,,,,,,Ali,3,0
0 days 00:00:02.345000,,,,,,,Ali,3,0
0 days 00:00:02.346000,,,,,,,Ali,3,0
0 days 00:00:02.347000,,,,,,,Ali,3,0
0 days 00:00:02.354000,,,,,,,Ali,3,0
0 days 00:00:02.356000,,,,,,,Ali,3,0
0 days 00:00:02.358000,,,,,,,Ali,3,0
0 days 00:00:02.372000,,,,,,,Ali,3,0
0 days 00:00:02.373000,,,,,,,Ali,3,0
0 days 00:00:02.374000,,,,,,,Ali,3,0
0 days 00:00:02.375000,,,,,,,Ali,3,0
0 days 00:00:02.377000,,,,,,,Ali,3,0
0 days 00:00:02.381000,,,,,,,Ali,3,0
0 days 00:00:02.382000,,,,,,,Ali,3,0
0 days 00:00:02.383000,,,,,,,Ali,3,0
0 days 00:00:02.387000,,,,,,,Ali,3,0
0 days 00:00:02.390000,,,,,,,Ali,3,0
0 days 00:00:02.391000,,,,,,,Ali,3,0
0 days 00:00:02.394000,,,,,,,Ali,3,0
0 days 00:00:02.396000,,,,,,,Ali,3,0
0 days 00:00:02.398000,,,,,,,Ali,3,0
0 days 00:00:02.414000,,,,,,,Ali,3,0
0 days 00:00:02.415000,,,,,,,Ali,3,0
0 days 00:00:02.416000,,,,,,,Ali,3,0
0 days 00:00:02.417000,,,,,,,Ali,3,0
0 days 00:00:02.418000,,,,,,,Ali,3,0
0 days 00:00:02.422000,,,,,,,Ali,3,0
0 days 00:00:02.424000,,,,,,,Ali,3,0
0 days 00:00:02.426000,,,,,,,Ali,3,0
0 days 00:00:02.427000,,,,,,,Ali,3,0
0 days 00:00:02.431000,,,,,,,Ali,3,0
0 days 00:00:02.432000,,,,,,,Ali,3,0
0 days 00:00:02.434000,,,,,,,Ali,3,0
0 days 00:00:02.438000,,,,,,,Ali,3,0
0 days 00:00:02.439000,,,,,,,Ali,3,0
0 days 00:00:02.455000,,,,,,,Ali,3,0
0 days 00:00:02.456000,,,,,,,Ali,3,0
0 days 00:00:02.457000,,,,,,,Ali,3,0
0 days 00:00:02.458000,,,,,,,Ali,3,0
0 days 00:00:02.461000,,,,,,,Ali,3,0
0 days 00:00:02.464000,,,,,,,Ali,3,0
0 days 00:00:02.466000,,,,,,,Ali,3,0
0 days 00:00:02.468000,,,,,,,Ali,3,0
0 days 00:00:02.473000,,,,,,,Ali,3,0
0 days 00:00:02.474000,,,,,,,Ali,3,0
0 days 00:00:02.475000,,,,,,,Ali,3,0
0 days 00:00:02.477000,,,,,,,Ali,3,0
0 days 00:00:02.494000,,,,,,,Ali,3,0
0 days 00:00:02.495000,,,,,,,Ali,3,0
0 days 00:00:02.496000,,,,,,,Ali,3,0
0 days 00:00:02.497000,,,,,,,Ali,3,0
0 days 00:00:02.501000,,,,,,,Ali,3,0
0 days 00:00:02.502000,,,,,,,Ali,3,0
0 days 00:00:02.506000,,,,,,,Ali,3,0
0 days 00:00:02.507000,,,,,,,Ali,3,0
0 days 00:00:02.511000,,,,,,,Ali,3,0
0 days 00:00:02.512000,,,,,,,Ali,3,0
0 days 00:00:02.519000,,,,,,,Ali,3,0
0 days 00:00:02.520000,,,,,,,Ali,3,0
0 days 00:00:02.535000,,,,,,,Ali,3,0
0 days 00:00:02.536000,,,,,,,Ali,3,0
0 days 00:00:02.537000,,,,,,,Ali,3,0
0 days 00:00:02.538000,,,,,,,Ali,3,0
0 days 00:00:02.539000,,,,,,,Ali,3,0
0 days 00:00:02.541000,,,,,,,Ali,3,0
0 days 00:00:02.542000,,,,,,,Ali,3,0
0 days 00:00:02.543000,,,,,,,Ali,3,0
0 days 00:00:02.545000,,,,,,,Ali,3,0
0 days 00:00:02.547000,,,,,,,Ali,3,0
0 days 00:00:02.551000,,,,,,,Ali,3,0
0 days 00:00:02.553000,,,,,,,Ali,3,0
0 days 00:00:02.554000,,,,,,,Ali,3,0
0 days 00:00:02.555000,,,,,,,Ali,3,0
0 days 00:00:02.557000,,,,,,,Ali,3,0
0 days 00:00:02.574000,,,,,,,Ali,3,0
0 days 00:00:02.575000,,,,,,,Ali,3,0
0 days 00:00:02.576000,,,,,,,Ali,3,0
0 days 00:00:02.577000,,,,,,,Ali,3,0
0 days 00:00:02.582000,,,,,,,Ali,3,0
0 days 00:00:02.587000,,,,,,,Ali,3,0
0 days 00:00:02.588000,,,,,,,Ali,3,0
0 days 00:00:02.593000,,,,,,,Ali,3,0
0 days 00:00:02.594000,,,,,,,Ali,3,0
0 days 00:00:02.596000,,,,,,,Ali,3,0
0 days 00:00:02.598000,,,,,,,Ali,3,0
0 days 00:00:02.613000,,,,,,,Ali,3,0
0 days 00:00:02.614000,,,,,,,Ali,3,0
0 days 00:00:02.615000,,,,,,,Ali,3,0
0 days 00:00:02.616000,,,,,,,Ali,3,0
0 days 00:00:02.618000,,,,,,,Ali,3,0
0 days 00:00:02.621000,,,,,,,Ali,3,0
0 days 00:00:02.622000,,,,,,,Ali,3,0
0 days 00:00:02.623000,,,,,,,Ali,3,0
0 days 00:00:02.626000,,,,,,,Ali,3,0
0 days 00:00:02.628000,,,,,,,Ali,3,0
0 days 00:00:02.631000,,,,,,,Ali,3,0
0 days 00:00:02.632000,,,,,,,Ali,3,0
0 days 00:00:02.634000,,,,,,,Ali,3,0
0 days 00:00:02.635000,,,,,,,Ali,3,0
0 days 00:00:02.637000,,,,,,,Ali,3,0
0 days 00:00:02.656000,,,,,,,Ali,3,0
0 days 00:00:02.657000,,,,,,,Ali,3,0
0 days 00:00:02.658000,,,,,,,Ali,3,0
0 days 00:00:02.659000,,,,,,,Ali,3,0
0 days 00:00:02.660000,,,,,,,Ali,3,0
0 days 00:00:02.662000,,,,,,,Ali,3,0
0 days 00:00:02.666000,,,,,,,Ali,3,0
0 days 00:00:02.667000,,,,,,,Ali,3,0
0 days 00:00:02.668000,,,,,,,Ali,3,0
0 days 00:00:02.670000,,,,,,,Ali,3,0
0 days 00:00:02.674000,,,,,,,Ali,3,0
0 days 00:00:02.676000,,,,,,,Ali,3,0
0 days 00:00:02.678000,,,,,,,Ali,3,0
0 days 00:00:02.694000,,,,,,,Ali,3,0
0 days 00:00:02.695000,,,,,,,Ali,3,0
0 days 00:00:02.696000,,,,,,,Ali,3,0
0 days 00:00:02.698000,,,,,,,Ali,3,0
0 days 00:00:02.705000,,,,,,,Ali,3,0
0 days 00:00:02.706000,,,,,,,Ali,3,0
0 days 00:00:02.707000,,,,,,,Ali,3,0
0 days 00:00:02.710000,,,,,,,Ali,3,0
0 days 00:00:02.712000,,,,,,,Ali,3,0
0 days 00:00:02.713000,,,,,,,Ali,3,0
0 days 00:00:02.714000,,,,,,,Ali,3,0
0 days 00:00:02.716000,,,,,,,Ali,3,0
0 days 00:00:02.720000,,,,,,,Ali,3,0
0 days 00:00:02.734000,,,,,,,Ali,3,0
0 days 00:00:02.735000,,,,,,,Ali,3,0
0 days 00:00:02.736000,,,,,,,Ali,3,0
0 days 00:00:02.737000,,,,,,,Ali,3,0
0 days 00:00:02.741000,,,,,,,Ali,3,0
0 days 00:00:02.742000,,,,,,,Ali,3,0
0 days 00:00:02.743000,,,,,,,Ali,3,0
0 days 00:00:02.745000,,,,,,,Ali,3,0
0 days 00:00:02.747000,,,,,,,Ali,3,0
0 days 00:00:02.754000,,,,,,,Ali,3,0
0 days 00:00:02.755000,,,,,,,Ali,3,0
0 days 00:00:02.756000,,,,,,,Ali,3,0
0 days 00:00:02.758000,,,,,,,Ali,3,0
0 days 00:00:02.774000,,,,,,,Ali,3,0
0 days 00:00:02.775000,,,,,,,Ali,3,0
0 days 00:00:02.776000,,,,,,,Ali,3,0
0 days 00:00:02.778000,,,,,,,Ali,3,0
0 days 00:00:02.781000,,,,,,,Ali,3,0
0 days 00:00:02.782000,,,,,,,Ali,3,0
0 days 00:00:02.784000,,,,,,,Ali,3,0
0 days 00:00:02.786000,,,,,,,Ali,3,0
0 days 00:00:02.788000,,,,,,,Ali,3,0
0 days 00:00:02.791000,,,,,,,Ali,3,0
0 days 00:00:02.792000,,,,,,,Ali,3,0
0 days 00:00:00.007000,,,,,,,Ali,5,0
0 days 00:00:00.008000,,,,,,,Ali,5,0
0 days 00:00:00.009000,,,,,,,Ali,5,0
0 days 00:00:00.010000,,,,,,,Ali,5,0
0 days 00:00:00.019000,,,,,,,Ali,5,0
0 days 00:00:00.020000,,,,,,,Ali,5,0
0 days 00:00:00.022000,,,,,,,Ali,5,0
0 days 00:00:00.024000,,,,,,,Ali,5,0
0 days 00:00:00.025000,,,,,,,Ali,5,0
0 days 00:00:00.028000,,,,,,,Ali,5,0
0 days 00:00:00.030000,,,,,,,Ali,5,0
0 days 00:00:00.031000,,,,,,,Ali,5,0
0 days 00:00:00.052000,,,,,,,Ali,5,0
0 days 00:00:00.053000,,,,,,,Ali,5,0
0 days 00:00:00.054000,,,,,,,Ali,5,0
0 days 00:00:00.056000,,,,,,,Ali,5,0
0 days 00:00:00.057000,,,,,,,Ali,5,0
0 days 00:00:00.060000,,,,,,,Ali,5,0
0 days 00:00:00.061000,,,,,,,Ali,5,0
0 days 00:00:00.066000,,,,,,,Ali,5,0
0 days 00:00:00.068000,,,,,,,Ali,5,0
0 days 00:00:00.070000,,,,,,,Ali,5,0
0 days 00:00:00.072000,,,,,,,Ali,5,0
0 days 00:00:00.085000,,,,,,,Ali,5,0
0 days 00:00:00.086000,,,,,,,Ali,5,0
0 days 00:00:00.087000,,,,,,,Ali,5,0
0 days 00:00:00.088000,,,,,,,Ali,5,0
0 days 00:00:00.089000,,,,,,,Ali,5,0
0 days 00:00:00.092000,,,,,,,Ali,5,0
0 days 00:00:00.095000,,,,,,,Ali,5,0
0 days 00:00:00.096000,,,,,,,Ali,5,0
0 days 00:00:00.097000,,,,,,,Ali,5,0
0 days 00:00:00.099000,,,,,,,Ali,5,0
0 days 00:00:00.101000,,,,,,,Ali,5,0
0 days 00:00:00.104000,,,,,,,Ali,5,0
0 days 00:00:00.105000,,,,,,,Ali,5,0
0 days 00:00:00.107000,,,,,,,Ali,5,0
0 days 00:00:00.109000,,,,,,,Ali,5,0
0 days 00:00:00.112000,,,,,,,Ali,5,0
0 days 00:00:00.126000,,,,,,,Ali,5,0
0 days 00:00:00.127000,,,,,,,Ali,5,0
0 days 00:00:00.128000,,,,,,,Ali,5,0
0 days 00:00:00.130000,,,,,,,Ali,5,0
0 days 00:00:00.131000,,,,,,,Ali,5,0
0 days 00:00:00.134000,,,,,,,Ali,5,0
0 days 00:00:00.135000,,,,,,,Ali,5,0
0 days 00:00:00.138000,,,,,,,Ali,5,0
0 days 00:00:00.139000,,,,,,,Ali,5,0
0 days 00:00:00.141000,,,,,,,Ali,5,0
0 days 00:00:00.152000,,,,,,,Ali,5,0
0 days 00:00:00.153000,,,,,,,Ali,5,0
0 days 00:00:00.167000,,,,,,,Ali,5,0
0 days 00:00:00.168000,,,,,,,Ali,5,0
0 days 00:00:00.169000,,,,,,,Ali,5,0
0 days 00:00:00.170000,,,,,,,Ali,5,0
0 days 00:00:00.171000,,,,,,,Ali,5,0
0 days 00:00:00.175000,,,,,,,Ali,5,0
0 days 00:00:00.176000,,,,,,,Ali,5,0
0 days 00:00:00.178000,,,,,,,Ali,5,0
0 days 00:00:00.180000,,,,,,,Ali,5,0
0 days 00:00:00.181000,,,,,,,Ali,5,0
0 days 00:00:00.184000,,,,,,,Ali,5,0
0 days 00:00:00.185000,,,,,,,Ali,5,0
0 days 00:00:00.187000,,,,,,,Ali,5,0
0 days 00:00:00.189000,,,,,,,Ali,5,0
0 days 00:00:00.191000,,,,,,,Ali,5,0
0 days 00:00:00.206000,,,,,,,Ali,5,0
0 days 00:00:00.207000,,,,,,,Ali,5,0
0 days 00:00:00.208000,,,,,,,Ali,5,0
0 days 00:00:00.209000,,,,,,,Ali,5,0
0 days 00:00:00.219000,,,,,,,Ali,5,0
0 days 00:00:00.220000,,,,,,,Ali,5,0
0 days 00:00:00.221000,,,,,,,Ali,5,0
0 days 00:00:00.224000,,,,,,,Ali,5,0
0 days 00:00:00.225000,,,,,,,Ali,5,0
0 days 00:00:00.228000,,,,,,,Ali,5,0
0 days 00:00:00.229000,,,,,,,Ali,5,0
0 days 00:00:00.232000,,,,,,,Ali,5,0
0 days 00:00:00.247000,,,,,,,Ali,5,0
0 days 00:00:00.248000,,,,,,,Ali,5,0
0 days 00:00:00.251000,,,,,,,Ali,5,0
0 days 00:00:00.252000,,,,,,,Ali,5,0
0 days 00:00:00.254000,,,,,,,Ali,5,0
0 days 00:00:00.255000,,,,,,,Ali,5,0
0 days 00:00:00.257000,,,,,,,Ali,5,0
0 days 00:00:00.259000,,,,,,,Ali,5,0
0 days 00:00:00.262000,,,,,,,Ali,5,0
0 days 00:00:00.264000,,,,,,,Ali,5,0
0 days 00:00:00.266000,,,,,,,Ali,5,0
0 days 00:00:00.267000,,,,,,,Ali,5,0
0 days 00:00:00.269000,,,,,,,Ali,5,0
0 days 00:00:00.271000,,,,,,,Ali,5,0
0 days 00:00:00.287000,,,,,,,Ali,5,0
0 days 00:00:00.288000,,,,,,,Ali,5,0
0 days 00:00:00.289000,,,,,,,Ali,5,0
0 days 00:00:00.290000,,,,,,,Ali,5,0
0 days 00:00:00.291000,,,,,,,Ali,5,0
0 days 00:00:00.295000,,,,,,,Ali,5,0
0 days 00:00:00.296000,,,,,,,Ali,5,0
0 days 00:00:00.297000,,,,,,,Ali,5,0
0 days 00:00:00.299000,,,,,,,Ali,5,0
0 days 00:00:00.301000,,,,,,,Ali,5,0
0 days 00:00:00.304000,,,,,,,Ali,5,0
0 days 00:00:00.305000,,,,,,,Ali,5,0
0 days 00:00:00.307000,,,,,,,Ali,5,0
0 days 00:00:00.309000,,,,,,,Ali,5,0
0 days 00:00:00.312000,,,,,,,Ali,5,0
0 days 00:00:00.326000,,,,,,,Ali,5,0
0 days 00:00:00.327000,,,,,,,Ali,5,0
0 days 00:00:00.328000,,,,,,,Ali,5,0
0 days 00:00:00.329000,,,,,,,Ali,5,0
0 days 00:00:00.331000,,,,,,,Ali,5,0
0 days 00:00:00.335000,,,,,,,Ali,5,0
0 days 00:00:00.337000,,,,,,,Ali,5,0
0 days 00:00:00.339000,,,,,,,Ali,5,0
0 days 00:00:00.341000,,,,,,,Ali,5,0
0 days 00:00:00.352000,,,,,,,Ali,5,0
0 days 00:00:00.353000,,,,,,,Ali,5,0
0 days 00:00:00.354000,,,,,,,Ali,5,0
0 days 00:00:00.367000,,,,,,,Ali,5,0
0 days 00:00:00.368000,,,,,,,Ali,5,0
0 days 00:00:00.369000,,,,,,,Ali,5,0
0 days 00:00:00.370000,,,,,,,Ali,5,0
0 days 00:00:00.371000,,,,,,,Ali,5,0
0 days 00:00:00.375000,,,,,,,Ali,5,0
0 days 00:00:00.377000,,,,,,,Ali,5,0
0 days 00:00:00.379000,,,,,,,Ali,5,0
0 days 00:00:00.381000,,,,,,,Ali,5,0
0 days 00:00:00.384000,,,,,,,Ali,5,0
0 days 00:00:00.385000,,,,,,,Ali,5,0
0 days 00:00:00.387000,,,,,,,Ali,5,0
0 days 00:00:00.389000,,,,,,,Ali,5,0
0 days 00:00:00.391000,,,,,,,Ali,5,0
0 days 00:00:00.408000,,,,,,,Ali,5,0
0 days 00:00:00.409000,,,,,,,Ali,5,0
0 days 00:00:00.413000,,,,,,,Ali,5,0
0 days 00:00:00.414000,,,,,,,Ali,5,0
0 days 00:00:00.419000,,,,,,,Ali,5,0
0 days 00:00:00.420000,,,,,,,Ali,5,0
0 days 00:00:00.421000,,,,,,,Ali,5,0
0 days 00:00:00.424000,,,,,,,Ali,5,0
0 days 00:00:00.425000,,,,,,,Ali,5,0
0 days 00:00:00.426000,,,,,,,Ali,5,0
0 days 00:00:00.428000,,,,,,,Ali,5,0
0 days 00:00:00.429000,,,,,,,Ali,5,0
0 days 00:00:00.432000,,,,,,,Ali,5,0
0 days 00:00:00.443000,,,,,,,Ali,5,0
0 days 00:00:00.444000,,,,,,,Ali,5,0
0 days 00:00:00.445000,,,,,,,Ali,5,0
0 days 00:00:00.447000,,,,,,,Ali,5,0
0 days 00:00:00.449000,,,,,,,Ali,5,0
0 days 00:00:00.451000,,,,,,,Ali,5,0
0 days 00:00:00.456000,,,,,,,Ali,5,0
0 days 00:00:00.457000,,,,,,,Ali,5,0
0 days 00:00:00.459000,,,,,,,Ali,5,0
0 days 00:00:00.461000,,,,,,,Ali,5,0
0 days 00:00:00.464000,,,,,,,Ali,5,0
0 days 00:00:00.465000,,,,,,,Ali,5,0
0 days 00:00:00.466000,,,,,,,Ali,5,0
0 days 00:00:00.467000,,,,,,,Ali,5,0
0 days 00:00:00.469000,,,,,,,Ali,5,0
0 days 00:00:00.471000,,,,,,,Ali,5,0
0 days 00:00:00.486000,,,,,,,Ali,5,0
0 days 00:00:00.487000,,,,,,,Ali,5,0
0 days 00:00:00.488000,,,,,,,Ali,5,0
0 days 00:00:00.489000,,,,,,,Ali,5,0
0 days 00:00:00.491000,,,,,,,Ali,5,0
0 days 00:00:00.495000,,,,,,,Ali,5,0
0 days 00:00:00.496000,,,,,,,Ali,5,0
0 days 00:00:00.497000,,,,,,,Ali,5,0
0 days 00:00:00.500000,,,,,,,Ali,5,0
0 days 00:00:00.501000,,,,,,,Ali,5,0
0 days 00:00:00.504000,,,,,,,Ali,5,0
0 days 00:00:00.505000,,,,,,,Ali,5,0
0 days 00:00:00.507000,,,,,,,Ali,5,0
0 days 00:00:00.509000,,,,,,,Ali,5,0
0 days 00:00:00.512000,,,,,,,Ali,5,0
0 days 00:00:00.527000,,,,,,,Ali,5,0
0 days 00:00:00.528000,,,,,,,Ali,5,0
0 days 00:00:00.529000,,,,,,,Ali,5,0
0 days 00:00:00.530000,,,,,,,Ali,5,0
0 days 00:00:00.531000,,,,,,,Ali,5,0
0 days 00:00:00.535000,,,,,,,Ali,5,0
0 days 00:00:00.537000,,,,,,,Ali,5,0
0 days 00:00:00.539000,,,,,,,Ali,5,0
0 days 00:00:00.541000,,,,,,,Ali,5,0
0 days 00:00:00.544000,,,,,,,Ali,5,0
0 days 00:00:00.548000,,,,,,,Ali,5,0
0 days 00:00:00.549000,,,,,,,Ali,5,0
0 days 00:00:00.551000,,,,,,,Ali,5,0
0 days 00:00:00.566000,,,,,,,Ali,5,0
0 days 00:00:00.567000,,,,,,,Ali,5,0
0 days 00:00:00.568000,,,,,,,Ali,5,0
0 days 00:00:00.569000,,,,,,,Ali,5,0
0 days 00:00:00.572000,,,,,,,Ali,5,0
0 days 00:00:00.575000,,,,,,,Ali,5,0
0 days 00:00:00.577000,,,,,,,Ali,5,0
0 days 00:00:00.579000,,,,,,,Ali,5,0
0 days 00:00:00.581000,,,,,,,Ali,5,0
0 days 00:00:00.585000,,,,,,,Ali,5,0
0 days 00:00:00.587000,,,,,,,Ali,5,0
0 days 00:00:00.589000,,,,,,,Ali,5,0
0 days 00:00:00.591000,,,,,,,Ali,5,0
0 days 00:00:00.607000,,,,,,,Ali,5,0
0 days 00:00:00.608000,,,,,,,Ali,5,0
0 days 00:00:00.609000,,,,,,,Ali,5,0
0 days 00:00:00.610000,,,,,,,Ali,5,0
0 days 00:00:00.612000,,,,,,,Ali,5,0
0 days 00:00:00.616000,,,,,,,Ali,5,0
0 days 00:00:00.617000,,,,,,,Ali,5,0
0 days 00:00:00.618000,,,,,,,Ali,5,0
0 days 00:00:00.619000,,,,,,,Ali,5,0
0 days 00:00:00.621000,,,,,,,Ali,5,0
0 days 00:00:00.624000,,,,,,,Ali,5,0
0 days 00:00:00.625000,,,,,,,Ali,5,0
0 days 00:00:00.627000,,,,,,,Ali,5,0
0 days 00:00:00.632000,,,,,,,Ali,5,0
0 days 00:00:00.637000,,,,,,,Ali,5,0
0 days 00:00:00.647000,,,,,,,Ali,5,0
0 days 00:00:00.648000,,,,,,,Ali,5,0
0 days 00:00:00.649000,,,,,,,Ali,5,0
0 days 00:00:00.650000,,,,,,,Ali,5,0
0 days 00:00:00.651000,,,,,,,Ali,5,0
0 days 00:00:00.652000,,,,,,,Ali,5,0
0 days 00:00:00.655000,,,,,,,Ali,5,0
0 days 00:00:00.657000,,,,,,,Ali,5,0
0 days 00:00:00.659000,,,,,,,Ali,5,0
0 days 00:00:00.662000,,,,,,,Ali,5,0
0 days 00:00:00.664000,,,,,,,Ali,5,0
0 days 00:00:00.665000,,,,,,,Ali,5,0
0 days 00:00:00.667000,,,,,,,Ali,5,0
0 days 00:00:00.669000,,,,,,,Ali,5,0
0 days 00:00:00.672000,,,,,,,Ali,5,0
0 days 00:00:00.686000,,,,,,,Ali,5,0
0 days 00:00:00.687000,,,,,,,Ali,5,0
0 days 00:00:00.688000,,,,,,,Ali,5,0
0 days 00:00:00.689000,,,,,,,Ali,5,0
0 days 00:00:00.691000,,,,,,,Ali,5,0
0 days 00:00:00.696000,,,,,,,Ali,5,0
0 days 00:00:00.699000,,,,,,,Ali,5,0
0 days 00:00:00.701000,,,,,,,Ali,5,0
0 days 00:00:00.705000,,,,,,,Ali,5,0
0 days 00:00:00.706000,,,,,,,Ali,5,0
0 days 00:00:00.707000,,,,,,,Ali,5,0
0 days 00:00:00.709000,,,,,,,Ali,5,0
0 days 00:00:00.717000,,,,,,,Ali,5,0
0 days 00:00:00.727000,,,,,,,Ali,5,0
0 days 00:00:00.728000,,,,,,,Ali,5,0
0 days 00:00:00.729000,,,,,,,Ali,5,0
0 days 00:00:00.730000,,,,,,,Ali,5,0
0 days 00:00:00.731000,,,,,,,Ali,5,0
0 days 00:00:00.737000,,,,,,,Ali,5,0
0 days 00:00:00.738000,,,,,,,Ali,5,0
0 days 00:00:00.741000,,,,,,,Ali,5,0
0 days 00:00:00.750000,,,,,,,Ali,5,0
0 days 00:00:00.751000,,,,,,,Ali,5,0
0 days 00:00:00.752000,,,,,,,Ali,5,0
0 days 00:00:00.769000,,,,,,,Ali,5,0
0 days 00:00:00.771000,,,,,,,Ali,5,0
0 days 00:00:00.772000,,,,,,,Ali,5,0
0 days 00:00:00.773000,,,,,,,Ali,5,0
0 days 00:00:00.774000,,,,,,,Ali,5,0
0 days 00:00:00.776000,,,,,,,Ali,5,0
0 days 00:00:00.779000,,,,,,,Ali,5,0
0 days 00:00:00.780000,,,,,,,Ali,5,0
