time,ax,ay,az,wx,wy,wz,participant,label,type
0 days 00:00:02.009000,,,,,,,Osama,10,0
0 days 00:00:02.010000,,,,,,,Osama,10,0
0 days 00:00:02.012000,,,,,,,Osama,10,0
0 days 00:00:02.015000,,,,,,,Osama,10,0
0 days 00:00:02.018000,,,,,,,Osama,10,0
0 days 00:00:02.021000,,,,,,,Osama,10,0
0 days 00:00:02.023000,,,,,,,Osama,10,0
0 days 00:00:02.024000,,,,,,,Osama,10,0
0 days 00:00:02.041000,,,,,,,Osama,10,0
0 days 00:00:02.042000,,,,,,,Osama,10,0
0 days 00:00:02.043000,,,,,,,Osama,10,0
0 days 00:00:02.044000,,,,,,,Osama,10,0
0 days 00:00:02.049000,,,,,,,Osama,10,0
0 days 00:00:02.051000,,,,,,,Osama,10,0
0 days 00:00:02.053000,,,,,,,Osama,10,0
0 days 00:00:02.054000,,,,,,,Osama,10,0
0 days 00:00:02.057000,,,,,,,Osama,10,0
0 days 00:00:02.058000,,,,,,,Osama,10,0
0 days 00:00:02.060000,,,,,,,Osama,10,0
0 days 00:00:02.062000,,,,,,,Osama,10,0
0 days 00:00:02.065000,,,,,,,Osama,10,0
0 days 00:00:02.080000,,,,,,,Osama,10,0
0 days 00:00:02.081000,,,,,,,Osama,10,0
0 days 00:00:02.082000,,,,,,,Osama,10,0
0 days 00:00:02.086000,,,,,,,Osama,10,0
0 days 00:00:02.087000,,,,,,,Osama,10,0
0 days 00:00:02.088000,,,,,,,Osama,10,0
0 days 00:00:02.090000,,,,,,,Osama,10,0
0 days 00:00:02.092000,,,,,,,Osama,10,0
0 days 00:00:02.094000,,,,,,,Osama,10,0
0 days 00:00:02.097000,,,,,,,Osama,10,0
0 days 00:00:02.100000,,,,,,,Osama,10,0
0 days 00:00:02.101000,,,,,,,Osama,10,0
0 days 00:00:02.102000,,,,,,,Osama,10,0
0 days 00:00:02.104000,,,,,,,Osama,10,0
0 days 00:00:02.119000,,,,,,,Osama,10,0
0 days 00:00:02.120000,,,,,,,Osama,10,0
0 days 00:00:02.121000,,,,,,,Osama,10,0
0 days 00:00:02.122000,,,,,,,Osama,10,0
0 days 00:00:02.124000,,,,,,,Osama,10,0
0 days 00:00:02.127000,,,,,,,Osama,10,0
0 days 00:00:02.128000,,,,,,,Osama,10,0
0 days 00:00:02.130000,,,,,,,Osama,10,0
0 days 00:00:02.132000,,,,,,,Osama,10,0
0 days 00:00:02.135000,,,,,,,Osama,10,0
0 days 00:00:02.137000,,,,,,,Osama,10,0
0 days 00:00:02.138000,,,,,,,Osama,10,0
0 days 00:00:02.140000,,,,,,,Osama,10,0
0 days 00:00:02.142000,,,,,,,Osama,10,0
0 days 00:00:02.144000,,,,,,,Osama,10,0
0 days 00:00:02.159000,,,,,,,Osama,10,0
0 days 00:00:02.160000,,,,,,,Osama,10,0
0 days 00:00:02.161000,,,,,,,Osama,10,0
0 days 00:00:02.162000,,,,,,,Osama,10,0
0 days 00:00:02.164000,,,,,,,Osama,10,0
0 days 00:00:02.168000,,,,,,,Osama,10,0
0 days 00:00:02.169000,,,,,,,Osama,10,0
0 days 00:00:02.170000,,,,,,,Osama,10,0
0 days 00:00:02.172000,,,,,,,Osama,10,0
0 days 00:00:02.174000,,,,,,,Osama,10,0
0 days 00:00:02.177000,,,,,,,Osama,10,0
0 days 00:00:02.178000,,,,,,,Osama,10,0
0 days 00:00:02.180000,,,,,,,Osama,10,0
0 days 00:00:02.182000,,,,,,,Osama,10,0
0 days 00:00:02.184000,,,,,,,Osama,10,0
0 days 00:00:02.199000,,,,,,,Osama,10,0
0 days 00:00:02.200000,,,,,,,Osama,10,0
0 days 00:00:02.201000,,,,,,,Osama,10,0
0 days 00:00:02.203000,,,,,,,Osama,10,0
0 days 00:00:02.204000,,,,,,,Osama,10,0
0 days 00:00:02.207000,,,,,,,Osama,10,0
0 days 00:00:02.208000,,,,,,,Osama,10,0
0 days 00:00:02.210000,,,,,,,Osama,10,0
0 days 00:00:02.212000,,,,,,,Osama,10,0
0 days 00:00:02.214000,,,,,,,Osama,10,0
0 days 00:00:02.216000,,,,,,,Osama,10,0
0 days 00:00:02.217000,,,,,,,Osama,10,0
0 days 00:00:02.219000,,,,,,,Osama,10,0
0 days 00:00:02.220000,,,,,,,Osama,10,0
0 days 00:00:02.222000,,,,,,,Osama,10,0
0 days 00:00:02.224000,,,,,,,Osama,10,0
0 days 00:00:02.239000,,,,,,,Osama,10,0
0 days 00:00:02.240000,,,,,,,Osama,10,0
0 days 00:00:02.241000,,,,,,,Osama,10,0
0 days 00:00:02.242000,,,,,,,Osama,10,0
0 days 00:00:02.244000,,,,,,,Osama,10,0
0 days 00:00:02.248000,,,,,,,Osama,10,0
0 days 00:00:02.249000,,,,,,,Osama,10,0
0 days 00:00:02.251000,,,,,,,Osama,10,0
0 days 00:00:02.252000,,,,,,,Osama,10,0
0 days 00:00:02.254000,,,,,,,Osama,10,0
0 days 00:00:02.257000,,,,,,,Osama,10,0
0 days 00:00:02.258000,,,,,,,Osama,10,0
0 days 00:00:02.260000,,,,,,,Osama,10,0
0 days 00:00:02.262000,,,,,,,Osama,10,0
0 days 00:00:02.265000,,,,,,,Osama,10,0
0 days 00:00:02.280000,,,,,,,Osama,10,0
0 days 00:00:02.281000,,,,,,,Osama,10,0
0 days 00:00:02.282000,,,,,,,Osama,10,0
0 days 00:00:02.284000,,,,,,,Osama,10,0
0 days 00:00:02.288000,,,,,,,Osama,10,0
0 days 00:00:02.290000,,,,,,,Osama,10,0
0 days 00:00:02.292000,,,,,,,Osama,10,0
0 days 00:00:02.294000,,,,,,,Osama,10,0
0 days 00:00:02.297000,,,,,,,Osama,10,0
0 days 00:00:02.300000,,,,,,,Osama,10,0
0 days 00:00:02.301000,,,,,,,Osama,10,0
0 days 00:00:02.305000,,,,,,,Osama,10,0
0 days 00:00:02.306000,,,,,,,Osama,10,0
0 days 00:00:02.320000,,,,,,,Osama,10,0
0 days 00:00:02.321000,,,,,,,Osama,10,0
0 days 00:00:02.322000,,,,,,,Osama,10,0
0 days 00:00:02.324000,,,,,,,Osama,10,0
0 days 00:00:02.328000,,,,,,,Osama,10,0
0 days 00:00:02.330000,,,,,,,Osama,10,0
0 days 00:00:02.332000,,,,,,,Osama,10,0
0 days 00:00:02.334000,,,,,,,Osama,10,0
0 days 00:00:02.337000,,,,,,,Osama,10,0
0 days 00:00:02.338000,,,,,,,Osama,10,0
0 days 00:00:02.340000,,,,,,,Osama,10,0
0 days 00:00:02.341000,,,,,,,Osama,10,0
0 days 00:00:02.344000,,,,,,,Osama,10,0
0 days 00:00:02.360000,,,,,,,Osama,10,0
0 days 00:00:02.361000,,,,,,,Osama,10,0
0 days 00:00:02.362000,,,,,,,Osama,10,0
0 days 00:00:02.364000,,,,,,,Osama,10,0
0 days 00:00:02.368000,,,,,,,Osama,10,0
0 days 00:00:02.369000,,,,,,,Osama,10,0
0 days 00:00:02.370000,,,,,,,Osama,10,0
0 days 00:00:02.373000,,,,,,,Osama,10,0
0 days 00:00:02.375000,,,,,,,Osama,10,0
0 days 00:00:02.378000,,,,,,,Osama,10,0
0 days 00:00:02.379000,,,,,,,Osama,10,0
0 days 00:00:02.380000,,,,,,,Osama,10,0
0 days 00:00:02.382000,,,,,,,Osama,10,0
0 days 00:00:02.384000,,,,,,,Osama,10,0
0 days 00:00:02.400000,,,,,,,Osama,10,0
0 days 00:00:02.401000,,,,,,,Osama,10,0
0 days 00:00:02.402000,,,,,,,Osama,10,0
0 days 00:00:02.404000,,,,,,,Osama,10,0
0 days 00:00:02.407000,,,,,,,Osama,10,0
0 days 00:00:02.408000,,,,,,,Osama,10,0
0 days 00:00:02.410000,,,,,,,Osama,10,0
0 days 00:00:02.412000,,,,,,,Osama,10,0
0 days 00:00:02.414000,,,,,,,Osama,10,0
0 days 00:00:02.417000,,,,,,,Osama,10,0
0 days 00:00:02.418000,,,,,,,Osama,10,0
0 days 00:00:02.420000,,,,,,,Osama,10,0
0 days 00:00:02.422000,,,,,,,Osama,10,0
0 days 00:00:02.424000,,,,,,,Osama,10,0
0 days 00:00:02.440000,,,,,,,Osama,10,0
0 days 00:00:02.441000,,,,,,,Osama,10,0
0 days 00:00:02.442000,,,,,,,Osama,10,0
0 days 00:00:02.444000,,,,,,,Osama,10,0
0 days 00:00:02.448000,,,,,,,Osama,10,0
0 days 00:00:02.450000,,,,,,,Osama,10,0
0 days 00:00:02.452000,,,,,,,Osama,10,0
0 days 00:00:02.454000,,,,,,,Osama,10,0
0 days 00:00:02.457000,,,,,,,Osama,10,0
0 days 00:00:02.460000,,,,,,,Osama,10,0
0 days 00:00:02.461000,,,,,,,Osama,10,0
0 days 00:00:02.462000,,,,,,,Osama,10,0
0 days 00:00:02.464000,,,,,,,Osama,10,0
0 days 00:00:02.480000,,,,,,,Osama,10,0
0 days 00:00:02.481000,,,,,,,Osama,10,0
0 days 00:00:02.484000,,,,,,,Osama,10,0
0 days 00:00:02.485000,,,,,,,Osama,10,0
0 days 00:00:02.489000,,,,,,,Osama,10,0
0 days 00:00:02.490000,,,,,,,Osama,10,0
0 days 00:00:02.492000,,,,,,,Osama,10,0
0 days 00:00:02.494000,,,,,,,Osama,10,0
0 days 00:00:02.497000,,,,,,,Osama,10,0
0 days 00:00:02.498000,,,,,,,Osama,10,0
0 days 00:00:02.500000,,,,,,,Osama,10,0
0 days 00:00:02.503000,,,,,,,Osama,10,0
0 days 00:00:02.504000,,,,,,,Osama,10,0
0 days 00:00:02.519000,,,,,,,Osama,10,0
0 days 00:00:02.520000,,,,,,,Osama,10,0
0 days 00:00:02.521000,,,,,,,Osama,10,0
0 days 00:00:02.522000,,,,,,,Osama,10,0
0 days 00:00:02.524000,,,,,,,Osama,10,0
0 days 00:00:02.527000,,,,,,,Osama,10,0
0 days 00:00:02.528000,,,,,,,Osama,10,0
0 days 00:00:02.530000,,,,,,,Osama,10,0
0 days 00:00:02.532000,,,,,,,Osama,10,0
0 days 00:00:02.534000,,,,,,,Osama,10,0
0 days 00:00:02.537000,,,,,,,Osama,10,0
0 days 00:00:02.538000,,,,,,,Osama,10,0
0 days 00:00:02.540000,,,,,,,Osama,10,0
0 days 00:00:02.542000,,,,,,,Osama,10,0
0 days 00:00:02.544000,,,,,,,Osama,10,0
0 days 00:00:02.560000,,,,,,,Osama,10,0
0 days 00:00:02.561000,,,,,,,Osama,10,0
0 days 00:00:02.562000,,,,,,,Osama,10,0
0 days 00:00:02.564000,,,,,,,Osama,10,0
0 days 00:00:02.569000,,,,,,,Osama,10,0
0 days 00:00:02.570000,,,,,,,Osama,10,0
0 days 00:00:02.572000,,,,,,,Osama,10,0
0 days 00:00:02.574000,,,,,,,Osama,10,0
0 days 00:00:02.577000,,,,,,,Osama,10,0
0 days 00:00:02.578000,,,,,,,Osama,10,0
0 days 00:00:02.580000,,,,,,,Osama,10,0
0 days 00:00:02.582000,,,,,,,Osama,10,0
0 days 00:00:02.584000,,,,,,,Osama,10,0
0 days 00:00:02.600000,,,,,,,Osama,10,0
0 days 00:00:02.601000,,,,,,,Osama,10,0
0 days 00:00:02.602000,,,,,,,Osama,10,0
0 days 00:00:02.604000,,,,,,,Osama,10,0
0 days 00:00:02.608000,,,,,,,Osama,10,0
0 days 00:00:02.610000,,,,,,,Osama,10,0
0 days 00:00:02.611000,,,,,,,Osama,10,0
0 days 00:00:02.612000,,,,,,,Osama,10,0
0 days 00:00:02.614000,,,,,,,Osama,10,0
0 days 00:00:02.617000,,,,,,,Osama,10,0
0 days 00:00:02.619000,,,,,,,Osama,10,0
0 days 00:00:02.620000,,,,,,,Osama,10,0
0 days 00:00:02.623000,,,,,,,Osama,10,0
0 days 00:00:02.624000,,,,,,,Osama,10,0
0 days 00:00:02.640000,,,,,,,Osama,10,0
0 days 00:00:02.641000,,,,,,,Osama,10,0
0 days 00:00:02.642000,,,,,,,Osama,10,0
0 days 00:00:02.644000,,,,,,,Osama,10,0
0 days 00:00:02.649000,,,,,,,Osama,10,0
0 days 00:00:02.650000,,,,,,,Osama,10,0
0 days 00:00:02.652000,,,,,,,Osama,10,0
0 days 00:00:02.654000,,,,,,,Osama,10,0
0 days 00:00:02.657000,,,,,,,Osama,10,0
0 days 00:00:02.658000,,,,,,,Osama,10,0
0 days 00:00:02.660000,,,,,,,Osama,10,0
0 days 00:00:02.662000,,,,,,,Osama,10,0
0 days 00:00:02.665000,,,,,,,Osama,10,0
0 days 00:00:02.680000,,,,,,,Osama,10,0
0 days 00:00:02.681000,,,,,,,Osama,10,0
0 days 00:00:02.682000,,,,,,,Osama,10,0
0 days 00:00:02.684000,,,,,,,Osama,10,0
0 days 00:00:02.688000,,,,,,,Osama,10,0
0 days 00:00:02.690000,,,,,,,Osama,10,0
0 days 00:00:02.692000,,,,,,,Osama,10,0
0 days 00:00:02.694000,,,,,,,Osama,10,0
0 days 00:00:02.697000,,,,,,,Osama,10,0
0 days 00:00:02.698000,,,,,,,Osama,10,0
0 days 00:00:02.702000,,,,,,,Osama,10,0
0 days 00:00:02.703000,,,,,,,Osama,10,0
0 days 00:00:02.705000,,,,,,,Osama,10,0
0 days 00:00:02.720000,,,,,,,Osama,10,0
0 days 00:00:02.721000,,,,,,,Osama,10,0
0 days 00:00:02.722000,,,,,,,Osama,10,0
0 days 00:00:02.723000,,,,,,,Osama,10,0
0 days 00:00:02.724000,,,,,,,Osama,10,0
0 days 00:00:02.728000,,,,,,,Osama,10,0
0 days 00:00:02.730000,,,,,,,Osama,10,0
0 days 00:00:02.732000,,,,,,,Osama,10,0
0 days 00:00:02.735000,,,,,,,Osama,10,0
0 days 00:00:02.737000,,,,,,,Osama,10,0
0 days 00:00:02.738000,,,,,,,Osama,10,0
0 days 00:00:02.740000,,,,,,,Osama,10,0
0 days 00:00:02.742000,,,,,,,Osama,10,0
0 days 00:00:02.744000,,,,,,,Osama,10,0
0 days 00:00:02.760000,,,,,,,Osama,10,0
0 days 00:00:02.761000,,,,,,,Osama,10,0
0 days 00:00:02.762000,,,,,,,Osama,10,0
0 days 00:00:02.764000,,,,,,,Osama,10,0
0 days 00:00:02.769000,,,,,,,Osama,10,0
0 days 00:00:02.770000,,,,,,,Osama,10,0
0 days 00:00:02.774000,,,,,,,Osama,10,0
0 days 00:00:02.778000,,,,,,,Osama,10,0
0 days 00:00:02.780000,,,,,,,Osama,10,0
0 days 00:00:02.782000,,,,,,,Osama,10,0
0 days 00:00:02.784000,,,,,,,Osama,10,0
0 days 00:00:02.800000,,,,,,,Osama,10,0
0 days 00:00:02.801000,,,,,,,Osama,10,0
0 days 00:00:02.802000,,,,,,,Osama,10,0
0 days 00:00:02.803000,,,,,,,Osama,10,0
0 days 00:00:02.805000,,,,,,,Osama,10,0
0 days 00:00:02.807000,,,,,,,Osama,10,0
0 days 00:00:02.808000,,,,,,,Osama,10,0
0 days 00:00:02.812000,,,,,,,Osama,10,0
0 days 00:00:02.815000,,,,,,,Osama,10,0
0 days 00:00:02.821000,,,,,,,Osama,10,0
0 days 00:00:02.823000,,,,,,,Osama,10,0
0 days 00:00:02.824000,,,,,,,Osama,10,0
0 days 00:00:02.825000,,,,,,,Osama,10,0
0 days 00:00:02.840000,,,,,,,Osama,10,0
0 days 00:00:02.841000,,,,,,,Osama,10,0
0 days 00:00:02.842000,,,,,,,Osama,10,0
0 days 00:00:02.844000,,,,,,,Osama,10,0
0 days 00:00:02.848000,,,,,,,Osama,10,0
0 days 00:00:02.850000,,,,,,,Osama,10,0
0 days 00:00:02.854000,,,,,,,Osama,10,0
0 days 00:00:02.857000,,,,,,,Osama,10,0
0 days 00:00:02.858000,,,,,,,Osama,10,0
0 days 00:00:02.860000,,,,,,,Osama,10,0
0 days 00:00:02.862000,,,,,,,Osama,10,0
0 days 00:00:02.865000,,,,,,,Osama,10,0
0 days 00:00:02.880000,,,,,,,Osama,10,0
0 days 00:00:02.881000,,,,,,,Osama,10,0
0 days 00:00:02.882000,,,,,,,Osama,10,0
0 days 00:00:02.883000,,,,,,,Osama,10,0
0 days 00:00:02.889000,,,,,,,Osama,10,0
0 days 00:00:02.890000,,,,,,,Osama,10,0
0 days 00:00:02.895000,,,,,,,Osama,10,0
0 days 00:00:02.896000,,,,,,,Osama,10,0
0 days 00:00:02.898000,,,,,,,Osama,10,0
0 days 00:00:02.900000,,,,,,,Osama,10,0
0 days 00:00:02.903000,,,,,,,Osama,10,0
0 days 00:00:02.904000,,,,,,,Osama,10,0
0 days 00:00:02.922000,,,,,,,Osama,10,0
0 days 00:00:02.923000,,,,,,,Osama,10,0
0 days 00:00:02.924000,,,,,,,Osama,10,0
0 days 00:00:02.925000,,,,,,,Osama,10,0
0 days 00:00:02.926000,,,,,,,Osama,10,0
0 days 00:00:02.928000,,,,,,,Osama,10,0
0 days 00:00:02.931000,,,,,,,Osama,10,0
0 days 00:00:02.933000,,,,,,,Osama,10,0
0 days 00:00:02.936000,,,,,,,Osama,10,0
0 days 00:00:02.937000,,,,,,,Osama,10,0
0 days 00:00:02.938000,,,,,,,Osama,10,0
0 days 00:00:02.939000,,,,,,,Osama,10,0
0 days 00:00:02.940000,,,,,,,Osama,10,0
0 days 00:00:02.943000,,,,,,,Osama,10,0
0 days 00:00:02.944000,,,,,,,Osama,10,0
0 days 00:00:02.959000,,,,,,,Osama,10,0
0 days 00:00:02.960000,,,,,,,Osama,10,0
0 days 00:00:02.963000,,,,,,,Osama,10,0
0 days 00:00:02.964000,,,,,,,Osama,10,0
0 days 00:00:02.965000,,,,,,,Osama,10,0
0 days 00:00:02.970000,,,,,,,Osama,10,0
0 days 00:00:02.971000,,,,,,,Osama,10,0
0 days 00:00:02.973000,,,,,,,Osama,10,0
0 days 00:00:02.974000,,,,,,,Osama,10,0
0 days 00:00:02.977000,,,,,,,Osama,10,0
0 days 00:00:02.978000,,,,,,,Osama,10,0
0 days 00:00:02.981000,,,,,,,Osama,10,0
0 days 00:00:02.982000,,,,,,,Osama,10,0
0 days 00:00:02.984000,,,,,,,Osama,10,0
0 days 00:00:03,,,,,,,Osama,10,0
0 days 00:00:03.001000,,,,,,,Osama,10,0
0 days 00:00:03.002000,,,,,,,Osama,10,0
0 days 00:00:03.003000,,,,,,,Osama,10,0
0 days 00:00:03.004000,,,,,,,Osama,10,0
0 days 00:00:03.005000,,,,,,,Osama,10,0
0 days 00:00:03.007000,,,,,,,Osama,10,0
0 days 00:00:03.008000,,,,,,,Osama,10,0
0 days 00:00:03.010000,,,,,,,Osama,10,0
0 days 00:00:03.012000,,,,,,,Osama,10,0
0 days 00:00:03.014000,,,,,,,Osama,10,0
0 days 00:00:03.018000,,,,,,,Osama,10,0
0 days 00:00:03.019000,,,,,,,Osama,10,0
0 days 00:00:03.021000,,,,,,,Osama,10,0
0 days 00:00:03.023000,,,,,,,Osama,10,0
0 days 00:00:03.024000,,,,,,,Osama,10,0
0 days 00:00:03.040000,,,,,,,Osama,10,0
0 days 00:00:03.041000,,,,,,,Osama,10,0
0 days 00:00:03.042000,,,,,,,Osama,10,0
0 days 00:00:03.044000,,,,,,,Osama,10,0
0 days 00:00:03.049000,,,,,,,Osama,10,0
0 days 00:00:03.050000,,,,,,,Osama,10,0
0 days 00:00:03.051000,,,,,,,Osama,10,0
0 days 00:00:03.053000,,,,,,,Osama,10,0
0 days 00:00:03.055000,,,,,,,Osama,10,0
0 days 00:00:03.058000,,,,,,,Osama,10,0
0 days 00:00:03.060000,,,,,,,Osama,10,0
0 days 00:00:03.062000,,,,,,,Osama,10,0
0 days 00:00:03.064000,,,,,,,Osama,10,0
0 days 00:00:03.079000,,,,,,,Osama,10,0
0 days 00:00:03.080000,,,,,,,Osama,10,0
0 days 00:00:03.081000,,,,,,,Osama,10,0
0 days 00:00:03.088000,,,,,,,Osama,10,0
0 days 00:00:03.089000,,,,,,,Osama,10,0
0 days 00:00:03.090000,,,,,,,Osama,10,0
0 days 00:00:03.094000,,,,,,,Osama,10,0
0 days 00:00:03.097000,,,,,,,Osama,10,0
0 days 00:00:00.001000,,,,,,,Osama,2,0
0 days 00:00:00.002000,,,,,,,Osama,2,0
0 days 00:00:00.003000,,,,,,,Osama,2,0
0 days 00:00:00.005000,,,,,,,Osama,2,0
0 days 00:00:00.007000,,,,,,,Osama,2,0
0 days 00:00:00.012000,,,,,,,Osama,2,0
0 days 00:00:00.013000,,,,,,,Osama,2,0
0 days 00:00:00.015000,,,,,,,Osama,2,0
0 days 00:00:00.016000,,,,,,,Osama,2,0
0 days 00:00:00.017000,,,,,,,Osama,2,0
0 days 00:00:00.019000,,,,,,,Osama,2,0
0 days 00:00:00.021000,,,,,,,Osama,2,0
0 days 00:00:00.037000,,,,,,,Osama,2,0
0 days 00:00:00.038000,,,,,,,Osama,2,0
0 days 00:00:00.039000,,,,,,,Osama,2,0
0 days 00:00:00.041000,,,,,,,Osama,2,0
0 days 00:00:00.046000,,,,,,,Osama,2,0
0 days 00:00:00.048000,,,,,,,Osama,2,0
0 days 00:00:00.049000,,,,,,,Osama,2,0
0 days 00:00:00.052000,,,,,,,Osama,2,0
0 days 00:00:00.054000,,,,,,,Osama,2,0
0 days 00:00:00.055000,,,,,,,Osama,2,0
0 days 00:00:00.058000,,,,,,,Osama,2,0
0 days 00:00:00.060000,,,,,,,Osama,2,0
0 days 00:00:00.061000,,,,,,,Osama,2,0
0 days 00:00:00.077000,,,,,,,Osama,2,0
0 days 00:00:00.078000,,,,,,,Osama,2,0
0 days 00:00:00.079000,,,,,,,Osama,2,0
0 days 00:00:00.080000,,,,,,,Osama,2,0
0 days 00:00:00.081000,,,,,,,Osama,2,0
0 days 00:00:00.085000,,,,,,,Osama,2,0
0 days 00:00:00.086000,,,,,,,Osama,2,0
0 days 00:00:00.087000,,,,,,,Osama,2,0
0 days 00:00:00.090000,,,,,,,Osama,2,0
0 days 00:00:00.092000,,,,,,,Osama,2,0
0 days 00:00:00.096000,,,,,,,Osama,2,0
0 days 00:00:00.097000,,,,,,,Osama,2,0
0 days 00:00:00.098000,,,,,,,Osama,2,0
0 days 00:00:00.101000,,,,,,,Osama,2,0
0 days 00:00:00.102000,,,,,,,Osama,2,0
0 days 00:00:00.117000,,,,,,,Osama,2,0
0 days 00:00:00.118000,,,,,,,Osama,2,0
0 days 00:00:00.119000,,,,,,,Osama,2,0
0 days 00:00:00.120000,,,,,,,Osama,2,0
0 days 00:00:00.122000,,,,,,,Osama,2,0
0 days 00:00:00.125000,,,,,,,Osama,2,0
0 days 00:00:00.126000,,,,,,,Osama,2,0
0 days 00:00:00.128000,,,,,,,Osama,2,0
0 days 00:00:00.130000,,,,,,,Osama,2,0
0 days 00:00:00.132000,,,,,,,Osama,2,0
0 days 00:00:00.135000,,,,,,,Osama,2,0
0 days 00:00:00.136000,,,,,,,Osama,2,0
0 days 00:00:00.138000,,,,,,,Osama,2,0
0 days 00:00:00.142000,,,,,,,Osama,2,0
0 days 00:00:00.157000,,,,,,,Osama,2,0
0 days 00:00:00.158000,,,,,,,Osama,2,0
0 days 00:00:00.159000,,,,,,,Osama,2,0
0 days 00:00:00.160000,,,,,,,Osama,2,0
0 days 00:00:00.162000,,,,,,,Osama,2,0
0 days 00:00:00.166000,,,,,,,Osama,2,0
0 days 00:00:00.168000,,,,,,,Osama,2,0
0 days 00:00:00.170000,,,,,,,Osama,2,0
0 days 00:00:00.172000,,,,,,,Osama,2,0
0 days 00:00:00.175000,,,,,,,Osama,2,0
0 days 00:00:00.176000,,,,,,,Osama,2,0
0 days 00:00:00.180000,,,,,,,Osama,2,0
0 days 00:00:00.181000,,,,,,,Osama,2,0
0 days 00:00:00.182000,,,,,,,Osama,2,0
0 days 00:00:00.197000,,,,,,,Osama,2,0
0 days 00:00:00.198000,,,,,,,Osama,2,0
0 days 00:00:00.200000,,,,,,,Osama,2,0
0 days 00:00:00.202000,,,,,,,Osama,2,0
0 days 00:00:00.206000,,,,,,,Osama,2,0
0 days 00:00:00.208000,,,,,,,Osama,2,0
0 days 00:00:00.213000,,,,,,,Osama,2,0
0 days 00:00:00.215000,,,,,,,Osama,2,0
0 days 00:00:00.216000,,,,,,,Osama,2,0
0 days 00:00:00.219000,,,,,,,Osama,2,0
0 days 00:00:00.220000,,,,,,,Osama,2,0
0 days 00:00:00.222000,,,,,,,Osama,2,0
0 days 00:00:00.237000,,,,,,,Osama,2,0
0 days 00:00:00.238000,,,,,,,Osama,2,0
0 days 00:00:00.239000,,,,,,,Osama,2,0
0 days 00:00:00.240000,,,,,,,Osama,2,0
0 days 00:00:00.242000,,,,,,,Osama,2,0
0 days 00:00:00.245000,,,,,,,Osama,2,0
0 days 00:00:00.248000,,,,,,,Osama,2,0
0 days 00:00:00.250000,,,,,,,Osama,2,0
0 days 00:00:00.252000,,,,,,,Osama,2,0
0 days 00:00:00.255000,,,,,,,Osama,2,0
0 days 00:00:00.256000,,,,,,,Osama,2,0
0 days 00:00:00.258000,,,,,,,Osama,2,0
0 days 00:00:00.260000,,,,,,,Osama,2,0
0 days 00:00:00.261000,,,,,,,Osama,2,0
0 days 00:00:00.277000,,,,,,,Osama,2,0
0 days 00:00:00.278000,,,,,,,Osama,2,0
0 days 00:00:00.279000,,,,,,,Osama,2,0
0 days 00:00:00.280000,,,,,,,Osama,2,0
0 days 00:00:00.282000,,,,,,,Osama,2,0
0 days 00:00:00.285000,,,,,,,Osama,2,0
0 days 00:00:00.286000,,,,,,,Osama,2,0
0 days 00:00:00.289000,,,,,,,Osama,2,0
0 days 00:00:00.290000,,,,,,,Osama,2,0
0 days 00:00:00.292000,,,,,,,Osama,2,0
0 days 00:00:00.294000,,,,,,,Osama,2,0
0 days 00:00:00.295000,,,,,,,Osama,2,0
0 days 00:00:00.296000,,,,,,,Osama,2,0
0 days 00:00:00.298000,,,,,,,Osama,2,0
0 days 00:00:00.300000,,,,,,,Osama,2,0
0 days 00:00:00.302000,,,,,,,Osama,2,0
0 days 00:00:00.317000,,,,,,,Osama,2,0
0 days 00:00:00.318000,,,,,,,Osama,2,0
0 days 00:00:00.319000,,,,,,,Osama,2,0
0 days 00:00:00.320000,,,,,,,Osama,2,0
0 days 00:00:00.322000,,,,,,,Osama,2,0
0 days 00:00:00.325000,,,,,,,Osama,2,0
0 days 00:00:00.328000,,,,,,,Osama,2,0
0 days 00:00:00.331000,,,,,,,Osama,2,0
0 days 00:00:00.332000,,,,,,,Osama,2,0
0 days 00:00:00.335000,,,,,,,Osama,2,0
0 days 00:00:00.336000,,,,,,,Osama,2,0
0 days 00:00:00.338000,,,,,,,Osama,2,0
0 days 00:00:00.339000,,,,,,,Osama,2,0
0 days 00:00:00.342000,,,,,,,Osama,2,0
0 days 00:00:00.357000,,,,,,,Osama,2,0
0 days 00:00:00.358000,,,,,,,Osama,2,0
0 days 00:00:00.359000,,,,,,,Osama,2,0
0 days 00:00:00.360000,,,,,,,Osama,2,0
0 days 00:00:00.362000,,,,,,,Osama,2,0
0 days 00:00:00.366000,,,,,,,Osama,2,0
0 days 00:00:00.367000,,,,,,,Osama,2,0
0 days 00:00:00.368000,,,,,,,Osama,2,0
0 days 00:00:00.370000,,,,,,,Osama,2,0
0 days 00:00:00.372000,,,,,,,Osama,2,0
0 days 00:00:00.374000,,,,,,,Osama,2,0
0 days 00:00:00.375000,,,,,,,Osama,2,0
0 days 00:00:00.376000,,,,,,,Osama,2,0
0 days 00:00:00.378000,,,,,,,Osama,2,0
0 days 00:00:00.380000,,,,,,,Osama,2,0
0 days 00:00:00.382000,,,,,,,Osama,2,0
0 days 00:00:00.397000,,,,,,,Osama,2,0
0 days 00:00:00.398000,,,,,,,Osama,2,0
0 days 00:00:00.399000,,,,,,,Osama,2,0
0 days 00:00:00.400000,,,,,,,Osama,2,0
0 days 00:00:00.402000,,,,,,,Osama,2,0
