time,ax,ay,az,wx,wy,wz
0.001,0.01,-0.02,0.22,-0.01,-0.01,0
0.001,0.01,-0.02,0.22,0,-0.01,0
0.002,0.01,-0.01,0.24,0,-0.01,0
0.002,0.01,-0.01,0.24,0,-0.01,0
0.002,0.01,-0.01,0.24,-0.01,-0.01,0
0.003,0.01,-0.01,0.24,0,0,0
0.004,0.01,-0.01,0.24,0,0,0
0.007,0.01,-0.01,0.24,0,0,0
0.008,0.01,-0.01,0.24,0,0,0
0.008,0.01,-0.01,0.24,0,0,0
0.013,0.01,-0.01,0.24,0,0,0
0.014,0.01,-0.01,0.24,0,0,0
0.015,0.01,-0.01,0.24,0,0.01,0
0.031,0.01,-0.01,0.24,0,0.01,0
0.032,0.01,-0.01,0.24,0.01,0.01,0
0.032,0.01,-0.01,0.24,0.01,0.01,0
0.032,0.01,-0.01,0.24,0.01,0.01,0
0.032,0.01,-0.01,0.24,0.01,0.01,0
0.032,0.01,-0.01,0.24,0.01,0.01,0
0.032,0.01,-0.01,0.24,0,0.01,0
0.033,0.01,-0.01,0.24,0.01,0.01,0
0.033,0.01,-0.01,0.22,0.01,0.01,0
0.033,0.01,-0.01,0.22,0.01,0.01,0
0.033,0.02,-0.01,0.22,0.01,0.01,0
0.034,0.02,-0.01,0.22,0.01,0.01,0
0.036,0.02,-0.01,0.22,0,0.01,0
0.038,0.02,-0.01,0.22,0,0.01,0
0.038,0.01,-0.01,0.22,0,0.01,0
0.039,0.01,-0.01,0.22,0,0.01,0
0.04,0.01,-0.01,0.22,0,0.01,0
0.043,0.01,-0.01,0.22,0,0,0
0.045,0.01,-0.01,0.22,0,0,0
0.047,0.01,-0.01,0.22,0,0,0
0.048,0.01,-0.01,0.21,0,0,0
0.049,0.01,-0.01,0.21,0,0.01,0
0.051,0.01,-0.01,0.21,0,0,0
0.053,0.01,-0.01,0.21,0,0,0
0.054,0.01,-0.01,0.21,0,0,0
0.071,0.01,-0.01,0.21,0,0,0
0.071,0.01,-0.01,0.21,0,0,0
0.071,0.01,-0.01,0.21,0,0,0
0.071,0.01,-0.01,0.21,0,-0.01,0
0.071,0.01,-0.01,0.21,0,-0.01,0
0.072,0.01,-0.01,0.21,0,-0.01,0
0.072,0.01,-0.01,0.21,0,-0.01,0
0.072,0.01,-0.01,0.21,-0.01,-0.01,0
0.072,0.02,0,0.21,-0.01,-0.01,0
0.072,0.01,0,0.21,-0.01,-0.01,0
0.073,0.01,0,0.21,-0.01,-0.01,0
0.073,0.01,0,0.21,0,-0.01,0
0.075,0.01,0,0.21,0,-0.01,0
0.085,0.01,0,0.21,0,0,0
0.086,0.01,0,0.21,0,0,0
0.086,0.01,0,0.21,0,0,0
0.086,0.01,0,0.21,0,-0.01,0
0.086,0.01,0,0.21,0,0,0
0.086,0.01,0,0.21,0,0,0
0.088,0.01,0,0.21,0,0,0
0.088,0.02,0,0.21,0,0,0
0.089,0.02,0,0.21,0,0,0
0.091,0.02,0,0.21,0,0,0
0.093,0.02,0,0.21,0,0,0
0.095,0.02,0,0.21,0,0,0
0.109,0.02,0,0.21,0,0,0
0.109,0.02,0,0.21,0,0,0
0.109,0.02,0,0.21,0,0,0
0.109,0.02,0,0.21,0,0,0
0.109,0.02,0,0.21,0,0,0
0.11,0.02,0,0.21,0,0,0
0.11,0.02,-0.01,0.21,0,0,0
0.11,0.02,-0.01,0.21,0,0,0
0.11,0.02,-0.01,0.21,0,0,0
0.111,0.02,-0.01,0.21,0,0,0
0.114,0.02,-0.01,0.21,0,0,0
0.116,0.02,-0.01,0.21,0,0,0
0.118,0.02,-0.01,0.21,0,0,0
0.118,0.01,-0.01,0.21,0,0,0
0.119,0.01,-0.01,0.21,0,0,0
0.121,0.01,-0.01,0.21,0,0,0
0.123,0.01,-0.01,0.21,0,0,0
0.125,0.01,-0.01,0.21,0,0,0
0.128,0.01,-0.01,0.21,0,0,0
0.128,0.01,-0.01,0.21,0,0,0
0.128,0.01,-0.01,0.21,0,0,0
0.131,0.01,-0.01,0.21,0,0,0
0.133,0.01,-0.01,0.21,0,0,0
0.135,0.01,-0.01,0.21,0,0,0
0.15,0.01,-0.01,0.21,0,0,0
0.15,0.01,-0.01,0.21,0,0,0
0.15,0.01,-0.01,0.21,0,0,0
0.15,0.01,-0.01,0.21,0,0,0
0.15,0.01,-0.01,0.21,0,0,0
0.151,0.01,-0.01,0.21,0,0,0
0.151,0.01,-0.01,0.21,0,0,0
0.151,0,-0.01,0.22,0,0,0
0.151,0,-0.01,0.22,0,0,0
0.151,0,-0.01,0.22,0,0,0
0.151,0,-0.01,0.22,0,0,0
0.153,0,-0.01,0.22,0,0,0
0.155,0,-0.01,0.22,0,0,0
0.158,0,-0.01,0.22,0,0,0
0.158,0,-0.01,0.22,0,0,0
0.159,0,-0.01,0.22,0,0,0
0.168,0,-0.01,0.22,0,0,0
0.169,0,-0.01,0.22,0,0,0
0.169,0,-0.01,0.22,0,0,0
0.169,0,-0.01,0.22,0,0,0
0.17,0.01,-0.01,0.22,0,0,0
0.17,0.01,-0.01,0.22,0,0,0
0.171,0.01,-0.01,0.22,0,0,0
0.172,0.01,-0.01,0.22,0,0,0
0.175,0.01,-0.01,0.22,0,0,0
0.191,0.01,-0.01,0.22,0,0,0
0.192,0.01,-0.01,0.22,0,0,0
0.192,0.01,-0.01,0.22,0,0,0
0.192,0.01,-0.01,0.22,0,0,0
0.192,0.01,-0.01,0.22,0,0,0
0.192,0.01,-0.01,0.22,0,0,0
0.192,0.01,-0.01,0.22,0,0,0
0.192,0.01,-0.01,0.22,0,0,0
0.193,0,-0.01,0.22,0,0,0
0.193,0,-0.01,0.22,0,0,0
0.193,0,-0.01,0.22,0,0,0
0.195,0,-0.01,0.22,0,0,0
0.196,0,-0.01,0.22,0,0,0
0.199,0,-0.01,0.22,0,0,0
0.199,0,-0.01,0.22,0,0,0
0.2,0.01,-0.01,0.22,0,0,0
0.201,0.01,-0.01,0.22,0,0,0
0.203,0.01,-0.01,0.22,0,0,0
0.205,0.01,-0.01,0.22,0,0,0
0.208,0.01,-0.01,0.22,0,0,0
0.208,0.01,-0.01,0.22,0,0,0
0.208,0.01,-0.01,0.22,0,0,0
