time,ax,ay,az,wx,wy,wz
0.001,0.03,0.01,0.18,-0.01,0,0
0.001,0.03,0.01,0.18,0,-0.01,0
0.002,0.03,0.01,0.18,0,0,0
0.002,0.03,0.01,0.18,-0.01,-0.01,0
0.002,0.02,0.01,0.19,-0.01,-0.01,0
0.003,0.02,0.01,0.19,0,-0.01,0
0.005,0.02,0.01,0.19,0,-0.01,0
0.007,0.02,0.01,0.19,0,-0.01,0
0.009,0.02,0.01,0.19,0,-0.01,0
0.026,0.02,0.01,0.19,0,-0.01,0
0.026,0.02,0.01,0.19,0,0,0
0.026,0.02,0.01,0.19,0,0,0
0.026,0.02,0.01,0.19,0,0,0
0.027,0.02,0.01,0.19,0,0,0
0.027,0.02,0.01,0.19,0,0,0
0.027,0.02,0.01,0.19,0,0,0
0.027,0.02,0.01,0.22,0,0,0
0.027,0.02,0.01,0.22,0,0,0
0.027,0.02,0.01,0.22,0,0,0
0.028,0.02,0.01,0.22,0,0,0
0.034,0.02,0.01,0.22,0,0,0
0.035,0.02,0.01,0.22,0,0,0
0.035,0.02,0.01,0.22,0,0,0
0.035,0.02,0.02,0.22,0,0,0
0.035,0.02,0.02,0.22,0,0,0
0.037,0.02,0.02,0.22,0,0,0
0.039,0.02,0.02,0.22,0,0,0
0.042,0.02,0.02,0.22,0,0,0
0.042,0.02,0.02,0.23,0,0,0
0.044,0.02,0.02,0.23,0,0,0
0.045,0.02,0.02,0.23,0,0,0
0.047,0.02,0.02,0.23,0.01,0.01,0
0.049,0.02,0.02,0.23,0,0,0
0.068,0.02,0.02,0.23,0,0,0
0.068,0.02,0.02,0.23,0,0,0
0.068,0.02,0.02,0.23,0,0,0
0.068,0.02,0.02,0.23,0,0,0
0.069,0.02,0.02,0.23,0,0,0
0.069,0.02,0.02,0.23,0,0,0
0.069,0.02,0.02,0.23,0,0,0
0.069,0.02,0.01,0.23,0,0,0
0.069,0.02,0.01,0.23,0,0,0
0.07,0.02,0.01,0.23,0,0,0
0.07,0.02,0.01,0.23,0,0,0
0.07,0.02,0.01,0.23,0,0,0
0.073,0.02,0.01,0.23,0,0,0
0.073,0.02,0.01,0.23,0,0,0
0.073,0.02,0.01,0.23,0,0,0
0.075,0.02,0.01,0.23,0,0,0
0.078,0.02,0.01,0.23,0,-0.01,0
0.08,0.02,0.01,0.23,0,0,0
0.083,0.02,0.01,0.23,0,0,0
0.083,0.02,0.01,0.22,0,0,0
0.084,0.02,0.01,0.22,0,0,0
0.085,0.02,0.01,0.22,0,0,0
0.087,0.02,0.01,0.22,0,0,0
0.089,0.02,0.01,0.22,0,0,0
0.105,0.02,0.01,0.22,0,0,0
0.105,0.02,0.01,0.22,0,0,0
0.105,0.02,0.01,0.22,0,0,0
0.105,0.02,0.01,0.22,0,0,0
0.106,0.02,0.01,0.22,0,0,0
0.106,0.02,0.01,0.22,0,0,0
0.106,0.02,0.01,0.22,0,0,0
0.106,0.01,0.01,0.22,0,0,0
0.106,0.01,0.01,0.22,0,0,0
0.107,0.01,0.01,0.22,0,0,0
0.107,0.01,0.01,0.22,0,0,0
0.109,0.01,0.01,0.22,0,0,0
0.112,0.01,0.01,0.22,0,0,0
0.113,0.01,0.01,0.22,0,0,0
0.113,0.01,0.01,0.22,0,0.01,0
0.115,0.01,0.01,0.22,0,0,0
0.117,0.01,0.01,0.22,0,0,0
0.119,0.01,0.01,0.22,0,0.01,0
0.122,0.01,0.01,0.22,0,0.01,0
0.122,0.01,0.01,0.22,0,0.01,0
0.123,0.01,0.01,0.22,0,0.01,0
0.125,0.01,0.01,0.22,0,0.01,0
0.127,0.01,0.01,0.22,0,0.01,0
0.129,0.01,0.01,0.22,0,0.01,0
0.151,0.01,0.01,0.22,0,0.01,0
0.151,0.01,0.01,0.22,0,0,0
0.152,0.01,0.01,0.22,0,0,0
0.152,0.01,0.01,0.22,0.01,0,0
0.152,0.01,0.01,0.22,0,0,0
0.152,0.01,0.01,0.22,0,0,0
0.152,0.01,0.01,0.22,0,0,0
0.152,0.01,0.01,0.22,0,0,0
0.153,0.01,0.01,0.21,0,0,0
0.153,0.01,0.01,0.21,0,0,0
0.153,0.01,0.01,0.21,0,0,0
0.153,0.01,0.01,0.21,0,0,0
0.154,0.01,0.01,0.21,0,0,0
0.154,0.01,0.01,0.21,0,0,0
0.154,0.01,0.01,0.21,0,0,0
0.154,0.01,0.01,0.21,0,0,0
0.155,0.01,0.01,0.21,0,0,0
0.157,0.01,0.01,0.21,0,0,0
0.16,0.01,0.01,0.21,0,-0.01,0
0.163,0.01,0.01,0.21,-0.01,0,0
0.163,0.01,0.01,0.2,-0.01,0,0
0.163,0.01,0.01,0.2,0,-0.01,0
0.166,0.01,0.01,0.2,0,-0.01,0
0.167,0.01,0.01,0.2,0,0,0
0.169,0.01,0.01,0.2,0,-0.01,0
0.186,0.01,0.01,0.2,0,-0.01,0
0.186,0.01,0.01,0.2,0,0,0
0.186,0.01,0.01,0.2,0,0,0
0.187,0.01,0.01,0.2,0,0,0
0.187,0.01,0.01,0.2,0,0,0
0.187,0.01,0.01,0.2,0,0,0
0.187,0.01,0.01,0.2,0,0,0
0.187,0.01,0.01,0.2,0,0,0
0.187,0.02,0.01,0.21,0,0,0
0.188,0.02,0.01,0.21,0,0,0
0.188,0.02,0.01,0.21,0,0,0
0.188,0.02,0.01,0.21,0,0,0
0.189,0.02,0.01,0.21,0,0,0
0.195,0.02,0.01,0.21,0,0,0
0.195,0.02,0.01,0.21,0,0,0
0.196,0.02,0.01,0.23,0,0,0
0.196,0.02,0.01,0.23,0,0,0
0.198,0.02,0.01,0.23,0,0,0
0.199,0.02,0.01,0.23,0,0,0
0.203,0.02,0.01,0.23,0,0,0
0.203,0.02,0.01,0.23,0,0,0
0.203,0.02,0.01,0.24,0,0,0
0.205,0.02,0.01,0.24,0,0,0
0.207,0.02,0.01,0.24,0,0,0
0.209,0.02,0.01,0.24,0,0,0
0.224,0.02,0.01,0.24,0,0,0
0.224,0.02,0.01,0.24,0,0,0
0.224,0.02,0.01,0.24,0,0,0
0.225,0.02,0.01,0.24,0,0,0
0.225,0.02,0.01,0.24,0,0,0
0.225,0.02,0.01,0.24,0,0,0
0.225,0.02,0.01,0.24,0,0,0
0.225,0.01,0.01,0.23,0,0,0
0.226,0.01,0.01,0.23,0,0,0
0.227,0.01,0.01,0.23,0,0,0
0.227,0.01,0.01,0.23,0,0,0
0.23,0.01,0.01,0.23,0,0,0
0.233,0.01,0.01,0.23,0,0,0
0.233,0.01,0.01,0.23,0,0,0
0.233,0.01,0.01,0.23,0,0,0
0.236,0.01,0.01,0.23,0,0,0
0.237,0.01,0.01,0.23,0,0,0
0.24,0.01,0.01,0.23,0,0,0
0.242,0.01,0.01,0.23,0,0,0
0.242,0.01,0.01,0.22,0,0,0
0.244,0.01,0.01,0.22,0,0,0
0.245,0.01,0.01,0.22,0,0,0
0.247,0.01,0.01,0.22,0,0,0
0.249,0.01,0.01,0.22,0,0,0
0.271,0.01,0.01,0.22,0,0,0
0.272,0.01,0.01,0.22,0,0,0
0.272,0.01,0.01,0.22,0,0,0
0.272,0.01,0.01,0.22,0,0,0
0.272,0.01,0.01,0.22,0,0,0
0.273,0.01,0.01,0.22,0,0,0
0.273,0.01,0.01,0.22,0,0,0
0.273,0.01,0.01,0.24,0,0,0
0.273,0.01,0.01,0.24,0,0,0
0.274,0.01,0.01,0.24,0,0,0
0.274,0.01,0.01,0.24,0,0,0
0.274,0.01,0.01,0.24,0,0,0
0.274,0.01,0.01,0.24,0,0,0
0.274,0.02,0.01,0.24,0,0,0
0.274,0.02,0.01,0.24,0,0,0
0.276,0.02,0.01,0.24,0,0,0
0.277,0.02,0.01,0.24,0,0,0
0.28,0.02,0.01,0.24,0,0,0
0.283,0.02,0.01,0.24,0,0,0
0.283,0.02,0.01,0.24,0,0,0
0.283,0.02,0.01,0.24,0,0,0
0.285,0.02,0.01,0.24,0,0,0
0.287,0.02,0.01,0.24,0,0,0
0.289,0.02,0.01,0.24,0,0,0
0.305,0.02,0.01,0.24,0,0,0
0.305,0.02,0.01,0.24,0,0,0
0.305,0.02,0.01,0.24,0,0,0
0.306,0.02,0.01,0.24,0,0,0
0.306,0.02,0.01,0.24,0,0,0
0.306,0.02,0.01,0.24,0,0,0
0.306,0.02,0.01,0.24,0,0,0
0.306,0.02,0.01,0.23,0,0,0
0.306,0.02,0.01,0.23,0,0,0
0.306,0.02,0.01,0.23,0,0,0
0.307,0.02,0.01,0.23,0,0,0
0.307,0.02,0.01,0.23,0,0,0
0.309,0.02,0.01,0.23,0,0,0
0.314,0.02,0.01,0.23,0,0,0
0.315,0.02,0.01,0.23,0,0,0
0.315,0.02,0.01,0.21,0,0,0
0.315,0.02,0.01,0.21,0,0,0
0.317,0.02,0.01,0.21,0,0,0
0.319,0.02,0.01,0.21,0,0,0
0.322,0.02,0.01,0.21,0,0,0
0.323,0.03,0.01,0.2,0,0,0
0.323,0.03,0.01,0.2,0,0,0
0.325,0.03,0.01,0.2,0,0,0
0.327,0.03,0.01,0.2,0,0,0
0.329,0.03,0.01,0.2,0,0,0
0.351,0.03,0.01,0.2,0,0,0
0.351,0.03,0.01,0.2,0,0,0
0.351,0.03,0.01,0.2,0,0,0
0.352,0.03,0.01,0.2,0,0,0
0.352,0.03,0.01,0.2,0,0,0
0.352,0.03,0.01,0.2,0,0,0
0.352,0.03,0.01,0.2,0,0,0
0.352,0.01,0.01,0.24,0,0,0
0.353,0.01,0.01,0.24,0,0,0
0.353,0.01,0.01,0.24,0,0,0
0.353,0.01,0.01,0.24,0,0,0
0.353,0.01,0.01,0.24,0,0,0
0.353,0.01,0.01,0.24,0,0,0
0.354,0.01,0.01,0.24,0,0,0
0.354,0.01,0.01,0.24,0,0,0
0.357,0.01,0.01,0.24,0,0,0
0.357,0.01,0.01,0.24,0,0,0
0.357,0.01,0.01,0.24,0,0,0
0.359,0.01,0.01,0.24,0,0,0
0.363,0.01,0.01,0.24,0,0,0
0.363,0.01,0.01,0.24,0,0,0
0.364,0.01,0.01,0.24,0,0,0
0.365,0.01,0.01,0.24,0,0,0
0.368,0.01,0.01,0.24,0,0,0
0.369,0.01,0.01,0.24,0,0,0
0.385,0.01,0.01,0.24,0,0,0
0.386,0.01,0.01,0.24,0,0,0
0.386,0.01,0.01,0.24,0,0,0
0.386,0.01,0.01,0.24,0,0,0
0.386,0.01,0.01,0.24,0,0,0
0.387,0.01,0.01,0.24,0,0,0
0.387,0.01,0.01,0.24,0,0,0
0.387,0.01,0.01,0.24,0,0,0
0.387,0,0.01,0.24,0,0,0
0.387,0,0.01,0.24,0,0,0
0.388,0,0.01,0.24,0,0,0
0.389,0,0.01,0.24,0,0,0
0.392,0,0.01,0.24,0,0,0
0.392,0.01,0.01,0.23,0,0,0
0.393,0.01,0.01,0.23,0,0,0
0.395,0.01,0.01,0.23,0,0,0
0.397,0.01,0.01,0.23,0,0,0
0.399,0.01,0.01,0.23,0,0,0
0.402,0.01,0.01,0.23,0,0,0
0.402,0.01,0.01,0.23,0,0,0
0.403,0.01,0.01,0.23,0,0,0
0.405,0.01,0.01,0.23,0,0,0
0.407,0.01,0.01,0.23,0,0,0
0.409,0.01,0.01,0.23,0,0,0
0.425,0.01,0.01,0.23,0,0,0
0.425,0.01,0.01,0.23,0,0,0
0.425,0.01,0.01,0.23,0,0,0
0.426,0.01,0.01,0.23,0,0,0
0.426,0.01,0.01,0.23,0,0,0
0.426,0.01,0.01,0.23,0,0,0
0.426,0.01,0.01,0.23,0,0,0
0.427,0.02,0.01,0.21,0,0,0
0.427,0.02,0.01,0.21,0,0,0
0.427,0.02,0.01,0.21,0,0,0
0.427,0.02,0.01,0.21,0,0,0
0.427,0.02,0.01,0.21,0,0,0
0.429,0.02,0.01,0.21,0,0,0
0.433,0.02,0.01,0.21,0,0,0
0.433,0.02,0.01,0.2,0,0,0
0.434,0.02,0.01,0.2,0,0,0
0.435,0.02,0.01,0.2,0,0,0
0.437,0.02,0.01,0.2,0,0,0
0.439,0.02,0.01,0.2,0,0,0
0.442,0.02,0.01,0.2,0,0,0
0.442,0.02,0.01,0.2,0,0,0
0.447,0.02,0.01,0.2,0,0,0
0.447,0.02,0.01,0.2,0,0,0
0.448,0.02,0.01,0.2,0,0,0
0.45,0.02,0.01,0.2,0,0,0
0.464,0.02,0.01,0.2,0,0,0
0.465,0.02,0.01,0.2,0,0,0
0.465,0.02,0.01,0.2,0,0,0
0.465,0.02,0.01,0.2,0,0,0
0.465,0.02,0.01,0.2,0,0,0
0.465,0.02,0.01,0.2,0,0,0
0.466,0.02,0.01,0.2,0,0,0
0.466,0.01,0.02,0.22,0,0,0
0.466,0.01,0.01,0.22,0,0,0
0.466,0.01,0.01,0.22,0,0,0
0.467,0.01,0.01,0.22,0,0,0
0.469,0.01,0.01,0.22,0,0,0
0.473,0.01,0.01,0.22,0,0,0
0.473,0.01,0.01,0.23,0,0,0
0.474,0.01,0.01,0.23,0,0,0
0.475,0.01,0.01,0.23,0,0,0
0.477,0.01,0.01,0.23,0,0,0
0.479,0.01,0.01,0.23,0,0,0
0.482,0.01,0.01,0.23,0,0,0
0.483,0.01,0.01,0.23,0,0,0
0.483,0.01,0.01,0.23,0,0,0
0.485,0.01,0.01,0.23,0,0,0
0.487,0.01,0.01,0.23,0,0,0
0.489,0.01,0.01,0.23,0,0,0
0.505,0.01,0.01,0.23,0,0,0
0.505,0.01,0.01,0.23,0,0,0
0.505,0.01,0.01,0.23,0,0,0
0.506,0.01,0.01,0.23,0,0,0
0.506,0.01,0.01,0.23,0,0,0
0.506,0.01,0.01,0.23,0,0,0
0.506,0.01,0.01,0.23,0,0,0
0.506,0.02,0,0.22,0,0,0
0.507,0.02,0,0.22,0,0,0
0.507,0.02,0,0.22,0,0,0
0.507,0.02,0,0.22,0,0,0
0.507,0.02,0,0.22,0,0,0
0.509,0.02,0,0.22,0,0,0
0.512,0.02,0,0.22,0,0,0
0.513,0.03,0,0.21,0,0,0
0.513,0.03,0,0.21,0,0,0
0.515,0.03,0,0.21,0,0,0
0.518,0.03,0,0.21,0,0,0
0.519,0.03,0,0.21,0,0,0
0.522,0.03,0,0.21,0,0,0
0.522,0.03,0,0.21,0,0,0
0.523,0.03,0,0.21,0,0,0
0.525,0.03,0,0.21,0,0,0
0.527,0.03,0,0.21,0,0,0
0.529,0.03,0,0.21,0,0,0
0.544,0.03,0,0.21,0,0,0
0.544,0.03,0,0.21,0,0,0
0.545,0.03,0,0.21,0,0.01,0
0.545,0.03,0,0.21,0,0.01,0
0.545,0.03,0,0.21,0,0.01,0
0.545,0.03,0,0.21,0,0.01,0
0.545,0.03,0,0.21,0,0.01,0
0.546,0.01,0,0.25,0,0.01,0
0.546,0.01,0,0.25,0,0.01,0
0.546,0.01,0,0.25,0,0,0
0.547,0.01,0,0.25,0,0.01,0
0.549,0.01,0,0.25,0.01,0.01,0
0.552,0.01,0,0.25,0,0,0
0.553,0.01,0,0.25,0,0,0
0.553,0.01,0,0.25,0.01,0,0
0.555,0.01,0,0.25,0,0,0
0.557,0.01,0,0.25,0,0,0
0.559,0.01,0,0.25,0,0,0
0.565,0.01,0,0.25,0,0,0
0.565,0,0.01,0.25,0,0,0
0.566,0,0.01,0.25,0,0,0
0.566,0,0.01,0.25,0,0,0
0.569,0,0.01,0.25,0,0,0
0.57,0,0.01,0.25,0,0,0
0.586,0,0.01,0.25,0,0,0
0.586,0,0.01,0.25,0,0,0
0.587,0,0.01,0.25,0,0,0
0.587,0,0.01,0.25,0,0,0
0.587,0,0.01,0.25,0,0,0
0.587,0,0.01,0.25,0,0,0
0.587,0,0.01,0.25,0,0,0
0.587,0,0.01,0.25,0,0,0
0.588,0,0,0.23,0,0,0
0.588,0,0,0.23,0,0,0
0.588,0,0,0.23,0,0,0
0.588,0,0,0.23,0,-0.01,0
0.589,0,0,0.23,0,0,0
0.594,0,0,0.23,0,0,0
0.595,0,0,0.23,0,0,0
0.595,0.01,0,0.22,0,0,0
0.595,0.01,0,0.22,0,0,0
0.597,0.01,0,0.22,0,0,0
0.599,0.01,0,0.22,0,0,0
0.602,0.01,0,0.22,0,0,0
0.602,0.01,0,0.22,0,0,0
0.603,0.01,0,0.22,0,0,0
0.605,0.01,0,0.22,0,0,0
0.607,0.01,0,0.22,0,0,0
0.609,0.01,0,0.22,0,0,0
0.626,0.01,0,0.22,0,0,0
0.626,0.01,0,0.22,0,0,0
0.627,0.01,0,0.22,0,0,0
0.627,0.01,0,0.22,0,0,0
0.627,0.01,0,0.22,0,0,0
0.627,0.01,0,0.22,0,0,0
0.628,0.01,0,0.22,0,0,0
0.628,0.01,0,0.22,0,0,0
0.628,0.01,0,0.23,0,0,0
0.628,0.01,0,0.23,0,0,0
0.629,0.01,0,0.23,0,0,0
0.63,0.01,0,0.23,0,0,0
0.632,0.01,0,0.23,0,0.01,0
0.633,0.01,0,0.23,0,0.01,0
0.633,0.01,0,0.23,0,0,0
0.635,0.01,0,0.23,0,0,0
0.637,0.01,0,0.23,0,0,0
0.639,0.01,0,0.23,0,0,0
0.642,0.01,0,0.23,0,0,0
0.643,0.01,0.01,0.22,0,0,0
0.643,0.01,0.01,0.22,0,0,0
0.651,0.01,0.01,0.22,0,0.01,0
0.652,0.01,0.01,0.22,0,0,0
0.652,0.01,0.01,0.22,0,0,0
0.667,0.01,0.01,0.22,0,0,0
0.668,0.01,0.01,0.22,0,0,0
0.668,0.01,0.01,0.22,0,0,0
0.668,0.01,0.01,0.22,0,0.01,0
0.669,0.01,0.01,0.22,0,0.01,0
0.669,0.01,0.01,0.22,0,0,0
0.669,0.01,0.01,0.22,0,0,0
0.669,0.01,0.01,0.22,0,0,0
0.67,0.01,0.01,0.2,0,0,0
0.67,0.01,0.01,0.2,0,0,0
0.67,0.01,0.01,0.2,0,0,0
0.67,0.01,0.01,0.2,0,0,0
0.67,0.01,0.01,0.2,0,0,0
0.673,0.01,0.01,0.2,0,0,0
0.673,0.01,0.01,0.2,0,0,0
0.673,0.01,0.01,0.2,0,0,0
0.675,0.01,0.01,0.2,0,0,0
0.682,0.01,0.01,0.2,0,0,0
0.683,0.01,0.01,0.2,0,0,0
0.686,0.01,0.01,0.2,0,0,0
0.686,0.01,0,0.19,0,0,0
0.686,0.01,0,0.19,0,0,0
0.687,0.01,0,0.19,0,0,0
0.688,0.01,0,0.19,0,0,0
0.69,0.01,0,0.19,0,0,0
0.704,0.01,0,0.19,0,0,0
0.704,0.01,0,0.19,0,0,0
0.704,0.01,0,0.19,0,0,0
0.705,0.01,0,0.19,0,0,0
0.705,0.01,0,0.19,0,0,0
0.705,0.01,0,0.19,0,0,0
0.705,0.01,0,0.19,0,0,0
0.705,0.02,0,0.22,0,0,0
0.706,0.02,0,0.22,0,0,0
0.706,0.02,0,0.22,0,0,0
0.707,0.02,0,0.22,0,0,0
0.709,0.02,0,0.22,0,0,0
0.715,0.02,0,0.22,0,0,0
0.716,0.02,0,0.22,0,0,0
0.716,0.02,0,0.22,0,0,0
0.716,0.02,0,0.22,0,0,0
0.718,0.02,0,0.22,0,0,0
0.719,0.02,0,0.22,0,0,0
0.722,0.02,0,0.22,0,0,0
0.722,0.02,0,0.21,0,0,0
0.723,0.02,0,0.21,0,0,0
0.725,0.02,0,0.21,0,0,0
0.729,0.02,0,0.21,0,0,0
0.73,0.02,0,0.21,0,0,0
0.749,0.02,0,0.21,0,0,0
0.749,0.02,0,0.21,0,0,0
0.75,0.02,0,0.21,0,0,0
0.75,0.02,0,0.21,0,0,0
0.75,0.02,0,0.21,0,0,0
0.75,0.02,0,0.21,0,0,0
0.751,0.02,0,0.21,0,0,0
0.751,0.02,0,0.22,0,0,0
0.751,0.02,0,0.22,0,0,0
0.752,0.02,0,0.22,0,0,0
0.752,0.02,0,0.22,0,0,0
0.752,0.02,0,0.22,0,0,0
0.752,0.02,0,0.22,0,0,0
0.753,0.02,0,0.22,0,0,0
0.754,0.02,0,0.22,0,0,0
0.755,0.02,0,0.22,0,0,0
0.757,0.02,0,0.22,0,0,0
0.759,0.02,0,0.22,0,0,0
0.764,0.02,0,0.22,0,0,0
0.764,0.02,0.01,0.22,0,0,0
0.765,0.02,0.01,0.22,0,0,0
0.765,0.02,0.01,0.22,0,0,0
0.767,0.02,0.01,0.22,0,0,0
0.769,0.02,0.01,0.22,0,0,0
0.786,0.02,0.01,0.22,0,0,0
0.787,0.02,0.01,0.22,0,0,0
0.787,0.02,0.01,0.22,0,0,0
0.787,0.02,0.01,0.22,0,0,0
0.787,0.02,0.01,0.22,0,0,0
0.788,0.02,0.01,0.22,0,0,0
0.788,0.02,0.01,0.22,0,0,0
0.788,0.02,0.01,0.22,0,0,0
0.788,0.02,0.01,0.22,0,0,0
0.788,0.02,0.01,0.22,0,0,0
0.788,0.02,0.01,0.22,0,0,0
0.789,0.02,0.01,0.22,0,0,0
0.789,0.02,0.01,0.22,0,0,0
0.793,0.02,0.01,0.22,0,0,0
0.793,0.01,0,0.23,0,0,0
0.793,0.01,0,0.23,0,0,0
0.795,0.01,0,0.23,0,0,0
0.798,0.01,0,0.23,0,0,0
0.8,0.01,0,0.23,0,0,0
0.802,0.01,0,0.23,0,0,0
0.802,0,0,0.22,0,0,0
0.803,0,0,0.22,0,0,0
0.805,0,0,0.22,0,0,0
0.807,0,0,0.22,0,0,0
0.809,0,0,0.22,0,0,0
0.824,0,0,0.22,0,0,0
0.825,0,0,0.22,0,0,0
0.825,0,0,0.22,0,0,0
0.826,0,0,0.22,0,0,0
0.826,0,0,0.22,0,0,0
0.826,0,0,0.22,0,0,0
0.827,0,0,0.22,0,0,0
0.827,0.01,0,0.23,0,0,0
0.827,0.01,0,0.23,0,0,0
0.828,0.01,0,0.23,0,0,0
0.829,0.01,0,0.23,0,0,0
0.83,0.01,0,0.23,0,0,0
0.833,0.01,0,0.23,0,0,0
0.833,0.02,0.01,0.23,0,0,0
0.834,0.02,0.01,0.23,0,0,0
0.836,0.02,0.01,0.23,0,0,0
0.837,0.02,0.01,0.23,0,0,0
0.839,0.02,0.01,0.23,0,0,0
0.842,0.02,0.01,0.23,0,0,0
0.842,0.02,0.01,0.23,0,0,0
0.845,0.02,0.01,0.23,0,0,0
0.849,0.02,0.01,0.23,0,0,0
0.85,0.02,0.01,0.23,0,0,0
0.85,0.02,0.01,0.23,0,0,0
0.867,0.02,0.01,0.23,0,0,0
0.867,0.02,0.01,0.23,0,0,0
0.868,0.02,0.01,0.23,0,0,0
0.868,0.02,0.01,0.23,0,0,0
0.868,0.02,0.01,0.23,0,0,0
0.868,0.02,0.01,0.23,0,0,0
0.868,0.02,0.01,0.23,0,0,0
0.869,0.02,0.01,0.23,0,0,0
0.869,0.02,0.01,0.22,0,0,0
0.869,0.02,0.01,0.22,0,0,0
0.869,0.02,0.01,0.22,0,0,0
0.87,0.02,0.01,0.22,0,0,0
0.874,0.02,0.01,0.22,0,0,0
0.874,0.02,0.01,0.22,0,0,0
0.874,0.02,0.01,0.22,0,0,0
0.875,0.02,0.01,0.22,0,0,0
0.88,0.02,0.01,0.22,0,0,0
0.881,0.02,0.01,0.22,0,0,0
0.883,0.02,0.01,0.22,0,0,0
0.883,0.02,0.01,0.22,0,0,0
0.884,0.01,0,0.22,0,0,0
0.885,0.01,0,0.22,0,0,0
0.887,0.01,0,0.22,0,0,0
0.889,0.01,0,0.22,0,0,0
0.905,0.01,0,0.22,0,0,0
0.906,0.01,0,0.22,0,0,0
0.906,0.01,0,0.22,0,0,0
0.906,0.01,0,0.22,0,0,0
0.906,0.01,0,0.22,0,0,0
0.907,0.01,0,0.22,0,0,0
0.907,0.01,0,0.22,0,0,0
0.907,0.01,0,0.22,0,0,0
0.907,0,0,0.23,0,0,0
0.907,0,0,0.23,0,0,0
0.907,0,0,0.23,0,0,0
0.908,0,0,0.23,0,0,0
0.91,0,0,0.23,0,0,0
0.913,0,0,0.23,0,0,0
0.914,0,0,0.23,0,0,0
0.914,0.01,0,0.23,0,0,0
0.916,0.01,0,0.23,0,0,0
0.917,0.01,0,0.23,0,0,0
0.919,0.01,0,0.23,0,0,0
0.922,0.01,0,0.23,0,0,0
0.922,0.01,0.01,0.23,0,0,0
0.923,0.01,0.01,0.23,0,0,0
0.925,0.01,0.01,0.23,0,0,0
0.928,0.01,0.01,0.23,0,0,0
0.929,0.01,0.01,0.23,0,0,0
0.944,0.01,0.01,0.23,0,0,0
0.945,0.01,0.01,0.23,0,0,0
0.945,0.01,0.01,0.23,0,0,0
0.946,0.01,0.01,0.23,0,0,0
0.946,0.01,0.01,0.23,0,0,0
0.946,0.01,0.01,0.23,0,0,0
0.946,0.01,0.01,0.23,0,0,0
0.947,0.02,0,0.23,0,0,0
0.947,0.02,0,0.23,0,0,0
0.947,0.02,0,0.23,0,0,0
0.948,0.02,0,0.23,0,0,0
0.949,0.02,0,0.23,0,0,0
0.953,0.02,0,0.23,0,0,0
0.953,0.02,0,0.23,0,0,0
0.953,0.02,0,0.23,0,0,0
0.955,0.02,0,0.23,0,0,0
0.957,0.02,0,0.23,0,0,0
0.959,0.02,0,0.23,0,0,0
0.97,0.02,0,0.23,0,0,0
0.971,0.02,0,0.23,0,0,0
0.971,0.02,0,0.23,0,0,0
0.973,0.02,0,0.23,0,0,0
0.974,0.02,0,0.23,0,0,0
0.974,0.02,0,0.23,0,0,0
0.986,0.02,0,0.23,0,0,0
0.986,0.02,0,0.23,0,0,0
0.986,0.02,0,0.23,0,0,0
0.987,0.02,0,0.23,0,0,0
0.987,0.02,0,0.23,0,0,0
0.987,0.02,0,0.23,0,0,0
0.987,0.02,0,0.23,0,0,0
0.987,0.02,0,0.23,0,0,0
0.987,0.02,0,0.23,0,0,0
0.988,0.02,0,0.23,0,0,0
0.988,0.02,0,0.23,0,0,0
0.99,0.02,0,0.23,0,0,0
0.992,0.02,0,0.23,0,0,0
0.993,0.01,0,0.23,0,0,0
0.994,0.01,0,0.23,0,0,0
0.995,0.01,0,0.23,0,0,0
0.997,0.01,0,0.23,0,0,0
0.999,0.01,0,0.23,0,0,0
1.003,0.01,0,0.23,0,0,0
1.003,0.01,-0.01,0.23,0,0,0
1.003,0.01,-0.01,0.23,0,0,0
1.005,0.01,-0.01,0.23,0,0,0
1.007,0.01,-0.01,0.23,0,0,0
1.009,0.01,-0.01,0.23,0,0,0
1.026,0.01,-0.01,0.23,0,0,0
1.027,0.01,-0.01,0.23,0,0,0
1.027,0.01,-0.01,0.23,0,0,0
1.027,0.01,-0.01,0.23,0,0,0
1.027,0.01,-0.01,0.23,0,0,0
1.028,0.01,-0.01,0.23,0,0,0
1.028,0.01,-0.01,0.23,0,0,0
1.028,0.01,-0.01,0.23,0,0,0
1.028,0.01,0,0.22,0,0,0
1.028,0.01,0,0.22,0,0,0
1.028,0.01,0,0.22,0,0,0
1.031,0.01,0,0.22,0,0,0
1.031,0.01,0,0.22,0,0,0
1.034,0.01,0,0.22,0,0,0
1.034,0.01,0,0.22,0,0,0
1.034,0.01,0,0.22,0,0,0
1.035,0.01,0,0.22,0,0,0
1.038,0.01,0,0.22,0,0,0
1.04,0.01,0,0.22,0,0,0
1.043,0.01,0,0.22,0,0,0
